Handle,Vendor,Title,Body (HTML),Vendor.1,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Marcas usadas,Modelos usados,Cilindrajes usados,Detalles por tag
valvula-admision-escape-cbf-150-original-hero-1,700013126,"VALVULA ADMISION ESCAPE CBF-150 ""ORIGINAL HERO""",,700013126,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3684.0,0.0,shopify,254.0,deny,manual,43000.0,,True,True,700013126,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-escape-boxer-ct100-tec-genuine-bajaj-1,700013122,"VALVULA ADMISION ESCAPE BOXER-CT100 TEC ""GENUINE BAJAJ""",,700013122,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3683.0,0.0,shopify,0.0,deny,manual,22500.0,,True,True,700013122,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-escape-xpulse-200-original-hero,700013121,"VALVULA ADMISION ESCAPE XPULSE-200 ""ORIGINAL HERO""",,700013121,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3682.0,0.0,shopify,0.0,deny,manual,68000.0,,True,True,700013121,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-escape-eco-deluxe-original-hero,700013120,"VALVULA ADMISION ESCAPE ECO DELUXE ""ORIGINAL HERO""",,700013120,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3681.0,0.0,shopify,0.0,deny,manual,27000.0,,True,True,700013120,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-escape-gixxer-250-original-suzuki,700013051,"VALVULA ESCAPE GIXXER-250 ""ORIGINAL SUZUKI""",,700013051,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3680.0,0.0,shopify,0.0,deny,manual,19000.0,,True,True,700013051,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-gixxer-250-original-suzuki,700013050,"VALVULA ADMISION GIXXER-250 ""ORIGINAL SUZUKI""",,700013050,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3679.0,0.0,shopify,0.0,deny,manual,12000.0,,True,True,700013050,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-gixxer-150-original-suzuki,700013048,"VALVULA ADMISION GIXXER-150 ""ORIGINAL SUZUKI""",,700013048,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3678.0,0.0,shopify,50.0,deny,manual,13300.0,,True,True,700013048,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-escape-discover-125st-genuine-bajaj-1,700013047,"VALVULA ESCAPE DISCOVER-125ST ""GENUINE BAJAJ""",,700013047,,Producto,"andina, casa700, Disco, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3677.0,0.0,shopify,1.0,deny,manual,11500.0,,True,True,700013047,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
valvula-admision-discover-125st-genuine-bajaj-1,700013046,"VALVULA ADMISION DISCOVER-125ST ""GENUINE BAJAJ""",,700013046,,Producto,"andina, casa700, Disco, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3676.0,0.0,shopify,0.0,deny,manual,11500.0,,True,True,700013046,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
valvula-escape-pulsar-200ns-genuine-bajaj-1,700013045,"VALVULA ESCAPE PULSAR-200NS ""GENUINE BAJAJ""",,700013045,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3675.0,0.0,shopify,0.0,deny,manual,24200.0,,True,True,700013045,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-pulsar-200ns-genuine-bajaj-1,700013044,"VALVULA ADMISION PULSAR-200NS ""GENUINE BAJAJ""",,700013044,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3674.0,0.0,shopify,0.0,deny,manual,13500.0,,True,True,700013044,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
valvula-admision-discover-100m-genuine-bajaj-2,700013042,"VALVULA ADMISION DISCOVER-100M ""GENUINE BAJAJ""",,700013042,,Producto,"andina, casa700, Disco, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3673.0,0.0,shopify,96.0,deny,manual,9500.0,,True,True,700013042,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
valvula-admision-pulsar-150ns-genuine-bajaj-1,700013040,"VALVULA ADMISION PULSAR-150NS ""GENUINE BAJAJ""",,700013040,,Producto,"andina, casa700, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,3672.0,0.0,shopify,54.0,deny,manual,12500.0,,True,True,700013040,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
tensor-hidraulico-gixxer-250-original-suzuki,700012973,"TENSOR HIDRAULICO GIXXER-250 ""ORIGINAL SUZUKI""",,700012973,,Producto,"andina, casa700, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3671.0,0.0,shopify,0.0,deny,manual,32900.0,,True,True,700012973,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tensor",NO,,"Andina, Productos, NO, Repuestos, Tensor"
tensor-hidraulico-gixxer-150-original-suzuki,700012972,"TENSOR HIDRAULICO GIXXER-150 ""ORIGINAL SUZUKI""",,700012972,,Producto,"andina, casa700, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3670.0,0.0,shopify,0.0,deny,manual,24500.0,,True,True,700012972,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tensor",NO,,"Andina, Productos, NO, Repuestos, Tensor"
tensor-hidraulico-pulsar-200ns-genuine-bajaj-1,700012971,"TENSOR HIDRAULICO PULSAR-200NS ""GENUINE BAJAJ""",,700012971,,Producto,"andina, casa700, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3669.0,0.0,shopify,0.0,deny,manual,18000.0,,True,True,700012971,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tensor",NO,,"Andina, Productos, NO, Repuestos, Tensor"
tensor-hidraulico-boxer-ct100-tec-genuine-bajaj-1,700012970,"TENSOR HIDRAULICO BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012970,,Producto,"andina, casa700, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,3668.0,0.0,shopify,158.0,deny,manual,9500.0,,True,True,700012970,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tensor",NO,,"Andina, Productos, NO, Repuestos, Tensor"
tapa-radiador-metalica-pulsar-200ns-genuine-bajaj-1,700012930,"TAPA RADIADOR METALICA PULSAR-200NS ""GENUINE BAJAJ""",,700012930,,Producto,"andina, casa700, productos no fabricados, repuestos, Tapa,",False,Title,Default Title,,,,,,,,3667.0,0.0,shopify,0.0,deny,manual,17000.0,,True,True,700012930,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Tapa","NO, TAPA",,"Andina, Productos, NO, Repuestos, Tapa, TAPA"
switche-presion-aceite-pulsar-200ns-genuine-bajaj,700012890,"SWITCHE PRESION ACEITE PULSAR-200NS ""GENUINE BAJAJ""",,700012890,,Producto,"andina, casa700, productos no fabricados, repuestos, Switche,",False,Title,Default Title,,,,,,,,3666.0,0.0,shopify,0.0,deny,manual,21000.0,,True,True,700012890,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Switche",NO,,"Andina, Productos, NO, Repuestos, Switche"
sellos-de-valvula-cbf-150-original-hero,700012793,"SELLOS DE VALVULA CBF-150 ""ORIGINAL HERO""",,700012793,,Producto,"andina, casa700, productos no fabricados, repuestos, Sello, Válvula,",False,Title,Default Title,,,,,,,,3665.0,0.0,shopify,0.0,deny,manual,4100.0,,True,True,700012793,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Sello",NO,,"Andina, Productos, NO, Repuestos, Sello"
sellos-de-valvula-gixxer-250-original-suzuki,700012792,"SELLOS DE VALVULA GIXXER-250 ""ORIGINAL SUZUKI""",,700012792,,Producto,"andina, casa700, productos no fabricados, repuestos, Sello, Válvula,",False,Title,Default Title,,,,,,,,3664.0,0.0,shopify,0.0,deny,manual,5400.0,,True,True,700012792,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Sello",NO,,"Andina, Productos, NO, Repuestos, Sello"
sellos-de-valvula-eco-deluxe-original-hero,700012790,"SELLOS DE VALVULA ECO DELUXE ""ORIGINAL HERO""",,700012790,,Producto,"andina, casa700, productos no fabricados, repuestos, Sello, Válvula,",False,Title,Default Title,,,,,,,,3663.0,0.0,shopify,0.0,deny,manual,3900.0,,True,True,700012790,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Sello",NO,,"Andina, Productos, NO, Repuestos, Sello"
selector-de-cambios-eco-deluxe-original-hero,700012770,"SELECTOR DE CAMBIOS ECO DELUXE ""ORIGINAL HERO""",,700012770,,Producto,"andina, casa700, productos no fabricados, repuestos, Selector,",False,Title,Default Title,,,,,,,,3662.0,0.0,shopify,17.0,deny,manual,75000.0,,True,True,700012770,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Selector",NO,,"Andina, Productos, NO, Repuestos, Selector"
reten-41-x-53-5-x-11-gixxer-250-original-suzuki,700012726,"RETEN 41 X 53.5 X 11 GIXXER-250 ""ORIGINAL SUZUKI""",,700012726,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,3661.0,0.0,shopify,0.0,deny,manual,18000.0,,True,True,700012726,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
reten-30-x-42-x-4-5-splendor-nxg-original-hero,700012725,"RETEN 30 X 42 X 4.5 SPLENDOR NXG ""ORIGINAL HERO""",,700012725,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,3660.0,0.0,shopify,109.0,deny,manual,4380.0,,True,True,700012725,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
reten-18-9-x-30-x-5-splendor-nxg-original-hero,700012723,"RETEN 18.9 X 30 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012723,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,3659.0,0.0,shopify,0.0,deny,manual,2100.0,,True,True,700012723,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
reten-18-9-x-28-x-5-splendor-nxg-original-hero,700012722,"RETEN 18.9 X 28 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012722,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,3658.0,0.0,shopify,396.0,deny,manual,2800.0,,True,True,700012722,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
reten-11-6-x-24-x-10-eco-deluxe-original-hero,700012720,"RETEN 11.6 X 24 X 10 ECO DELUXE ""ORIGINAL HERO""",,700012720,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,3657.0,0.0,shopify,0.0,deny,manual,2900.0,,True,True,700012720,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
resorte-telescopico-eco-deluxe-original-hero-2,700012697,"RESORTE TELESCOPICO ECO DELUXE ""ORIGINAL HERO""",,700012697,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3656.0,0.0,shopify,2.0,deny,manual,9600.0,,True,True,700012697,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
resorte-crank-pulsar-135-genuine-bajaj-2,700012667,"RESORTE CRANK PULSAR-135 ""GENUINE BAJAJ""",,700012667,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3655.0,0.0,shopify,0.0,deny,manual,1900.0,,True,True,700012667,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
resorte-crank-boxer-ct100-tec-genuine-bajaj-1,700012666,"RESORTE CRANK BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012666,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3654.0,0.0,shopify,0.0,deny,manual,2100.0,,True,True,700012666,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
resorte-crank-eco-deluxe-original-hero,700012665,"RESORTE CRANK ECO DELUXE ""ORIGINAL HERO""",,700012665,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3653.0,0.0,shopify,142.0,deny,manual,5100.0,,True,True,700012665,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
relay-arranque-cbf-150-original-hero,700012615,"RELAY ARRANQUE CBF-150 ""ORIGINAL HERO""",,700012615,,Producto,"andina, casa700, productos no fabricados, Relay, repuestos,",False,Title,Default Title,,,,,,,,3652.0,0.0,shopify,8.0,deny,manual,24000.0,,True,True,700012615,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Relay, Repuestos",NO,,"Andina, Productos, NO, Relay, Repuestos"
radiador-pulsar-200ns-genuine-bajaj,700012570,"RADIADOR PULSAR-200NS ""GENUINE BAJAJ""",,700012570,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3651.0,0.0,shopify,0.0,deny,manual,188000.0,,True,True,700012570,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
plato-presion-clutch-fz-25-original-yamaha,700012528,"PLATO PRESION CLUTCH FZ-25 ""ORIGINAL YAMAHA""",,700012528,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3650.0,0.0,shopify,0.0,deny,manual,29000.0,,True,True,700012528,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
plato-presion-clutch-gixxer-250-original-suzuki,700012527,"PLATO PRESION CLUTCH GIXXER-250 ""ORIGINAL SUZUKI""",,700012527,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3649.0,0.0,shopify,0.0,deny,manual,23000.0,,True,True,700012527,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
plato-presion-clutch-gixxer-150-original-suzuki,700012526,"PLATO PRESION CLUTCH GIXXER-150 ""ORIGINAL SUZUKI""",,700012526,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3648.0,0.0,shopify,0.0,deny,manual,28000.0,,True,True,700012526,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
plato-presion-clutch-ignitor-125-original-hero,700012525,"PLATO PRESION CLUTCH IGNITOR-125 ""ORIGINAL HERO""",,700012525,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3647.0,0.0,shopify,0.0,deny,manual,17000.0,,True,True,700012525,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
piston-std-gixxer-250-original-suzuki,700012500,"PISTON STD GIXXER-250 ""ORIGINAL SUZUKI""",,700012500,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3646.0,0.0,shopify,0.0,deny,manual,51600.0,,True,True,700012500,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pinon-fuerza-fz-25-original-yamaha,700012461,"PIÑON FUERZA FZ-25 ""ORIGINAL YAMAHA""",,700012461,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3645.0,0.0,shopify,6.0,deny,manual,52000.0,,True,True,700012461,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pinon-fuerza-fz-16-original-yamaha,700012460,"PIÑON FUERZA FZ-16 ""ORIGINAL YAMAHA""",,700012460,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3644.0,0.0,shopify,20.0,deny,manual,62000.0,,True,True,700012460,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pinon-ciguenal-cadenilla-2-discos-pulsar-160ns-genuine-bajaj,700012401,"PIÑON CIGUEÑAL CADENILLA (2 DISCOS) PULSAR-160NS ""GENUINE BAJAJ""",,700012401,,Producto,"andina, Cadenilla, casa700, Disco, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3643.0,0.0,shopify,54.0,deny,manual,13000.0,,True,True,700012401,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Disco, Productos, Repuestos",NO,,"Andina, Cadenilla, Disco, Productos, NO, Repuestos"
pinon-bomba-aceite-fz-25-original-yamaha,700012386,"PIÑON BOMBA ACEITE FZ-25 ""ORIGINAL YAMAHA""",,700012386,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3642.0,0.0,shopify,0.0,deny,manual,9800.0,,True,True,700012386,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pinon-balanceador-pulsar-180-fi-genuine-bajaj,700012375,"PIÑON BALANCEADOR PULSAR-180 Fi ""GENUINE BAJAJ""",,700012375,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3641.0,0.0,shopify,0.0,deny,manual,40000.0,,True,True,700012375,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pin-piston-gixxer-250-original-suzuki,700012360,"PIN PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012360,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3640.0,0.0,shopify,0.0,deny,manual,1500.0,,True,True,700012360,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pasador-piston-gixxer-250-original-suzuki,700012330,"PASADOR PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012330,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3639.0,0.0,shopify,0.0,deny,manual,8000.0,,True,True,700012330,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
o-ring-culatin-rtr-200-apache-original-tvs,700012311,"O-RING CULATIN RTR-200 APACHE ""ORIGINAL TVS""",,700012311,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3638.0,0.0,shopify,0.0,deny,manual,13000.0,,True,True,700012311,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Ring","NO, O",,"Andina, Ring, O, Productos, NO, Repuestos"
o-ring-tapa-filtro-aceite-gixxer-150-original-suzuki,700012307,"O-RING TAPA FILTRO ACEITE GIXXER-150 ""ORIGINAL SUZUKI""",,700012307,,Producto,"andina, casa700, Filtro, O-ring, productos no fabricados, repuestos, Tapa,",False,Title,Default Title,,,,,,,,3637.0,0.0,shopify,0.0,deny,manual,4950.0,,True,True,700012307,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos, Ring, Tapa","NO, O, TAPA",,"Andina, Filtro, Ring, O, Productos, NO, Repuestos, Tapa, TAPA"
o-ring-culatin-cb-110-original-honda-1,700012306,"O-RING CULATIN CB-110 ""ORIGINAL HONDA""",,700012306,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3636.0,0.0,shopify,0.0,deny,manual,13000.0,,True,True,700012306,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Ring","NO, O",,"Andina, Ring, O, Productos, NO, Repuestos"
o-ring-culatin-cb-125f-original-honda-1,700012305,"O-RING CULATIN CB-125F ""ORIGINAL HONDA""",,700012305,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3635.0,0.0,shopify,111.0,deny,manual,5900.0,,True,True,700012305,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Ring","NO, O",,"Andina, Ring, O, Productos, NO, Repuestos"
o-ring-culatin-cbf-150-original-honda-1,700012304,"O-RING CULATIN CBF-150 ""ORIGINAL HONDA""",,700012304,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3634.0,0.0,shopify,0.0,deny,manual,6500.0,,True,True,700012304,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Ring","NO, O",,"Andina, Ring, O, Productos, NO, Repuestos"
o-ring-cuba-carburador-gixxer-150-original-suzuki,700012302,"O-RING CUBA CARBURADOR GIXXER-150 ""ORIGINAL SUZUKI""",,700012302,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3633.0,0.0,shopify,0.0,deny,manual,2900.0,,True,True,700012302,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Ring","NO, O",,"Andina, Ring, O, Productos, NO, Repuestos"
medidor-de-combustible-part-inf-pulsar-200ns-genuine-bajaj,700012201,"MEDIDOR DE COMBUSTIBLE PART. INF PULSAR-200NS ""GENUINE BAJAJ""",,700012201,,Producto,"andina, casa700, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,3632.0,0.0,shopify,0.0,deny,manual,32000.0,,True,True,700012201,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
kit-retenes-x-7-pcs-starter-eco-deluxe-original-hero,700012102,"KIT RETENES X 7 PCS STARTER ECO DELUXE ""ORIGINAL HERO""",,700012102,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,3631.0,0.0,shopify,0.0,deny,manual,13500.0,,True,True,700012102,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
kit-retenes-x-4-pcs-cbf-150-original-hero-1,700012101,"KIT RETENES X 4 PCS CBF-150 ""ORIGINAL HERO""",,700012101,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,3630.0,0.0,shopify,0.0,deny,manual,5100.0,,True,True,700012101,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
