Handle,Vendor,Title,Body (HTML),Vendor.1,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Marcas usadas,Modelos usados,Cilindrajes usados,Detalles por tag
guaya-freno-discover-100s-genuine-bajaj,600011685,GUAYA FRENO DISCOVER-100S (GENUINE BAJAJ),,600011685,,Producto,"andina, casa600, Disco, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2610.0,0.0,shopify,0.0,deny,manual,11900.0,,True,True,600011685,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
guaya-clutch-pulsar-135-genuine-bajaj,600011680,GUAYA CLUTCH PULSAR-135 (GENUINE BAJAJ),,600011680,,Producto,"andina, casa600, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2609.0,0.0,shopify,0.0,deny,manual,15200.0,,True,True,600011680,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
guaya-acelerador-discover-125-genuine-bajaj,600011676,GUAYA ACELERADOR DISCOVER-125+ (GENUINE BAJAJ),,600011676,,Producto,"andina, casa600, Disco, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2608.0,0.0,shopify,0.0,deny,manual,13900.0,,True,True,600011676,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
guaya-acelerador-discover-100s-genuine-bajaj,600011674,GUAYA ACELERADOR DISCOVER-100S (GENUINE BAJAJ),,600011674,,Producto,"andina, casa600, Disco, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2607.0,0.0,shopify,0.0,deny,manual,11200.0,,True,True,600011674,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Disco, Productos, Repuestos",NO,,"Andina, Disco, Productos, NO, Repuestos"
guaya-acelerador-boxer-bm100-genuine-bajaj,600011670,GUAYA ACELERADOR BOXER-BM100 (GENUINE BAJAJ),,600011670,,Producto,"andina, casa600, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2606.0,0.0,shopify,0.0,deny,manual,13200.0,,True,True,600011670,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
caucho-posapie-delantero-boxer-ct-100-tec-crown,600011011,"CAUCHO POSAPIE DELANTERO BOXER CT-100 TEC ""CROWN""",,600011011,,Producto,"andina, casa600, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2605.0,0.0,shopify,0.0,deny,manual,4495.0,,True,True,600011011,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
cadenilla-distribucion-discover-100s-genuine-bajaj,600010815,CADENILLA DISTRIBUCION DISCOVER-100S (GENUINE BAJAJ),,600010815,,Producto,"andina, Cadenilla, casa600, Disco, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2604.0,0.0,shopify,0.0,deny,manual,16800.0,,True,True,600010815,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Disco, Productos, Repuestos",NO,,"Andina, Cadenilla, Disco, Productos, NO, Repuestos"
bomba-de-aceite-boxer-bm100-genuine-bajaj,600010389,BOMBA DE ACEITE BOXER-BM100 (GENUINE BAJAJ),,600010389,,Producto,"andina, casa600, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2603.0,0.0,shopify,0.0,deny,manual,18400.0,,True,True,600010389,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
brazo-tensor-cadenilla-wave-110-crown,800010432,"BRAZO TENSOR CADENILLA WAVE-110 ""CROWN""",,800010432,,Producto,"andina, Cadenilla, casa800, productos no fabricados, repuestos, Tensor,",False,Title,Default Title,,,,,,,,2601.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,800010432,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Cadenilla, Productos, Repuestos, Tensor",NO,,"Andina, Cadenilla, Productos, NO, Repuestos, Tensor"
por-siniestro,99905,POR SINIESTRO,,99905,,Producto,"andina, gastos envio,",False,Title,Default Title,,,,,,,,2600.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,99905,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Gastos",,,"Andina, Gastos"
kit-biela-cbf-125-crown,800800045,"KIT BIELA ""CROWN"" CBF-125",,800800045,,Producto,"andina, Biela, casa800, Kit, productos no fabricados, repuestos, CBF-125",True,Title,Default Title,,,,,,,,2599.0,0.0,shopify,44.0,deny,manual,29500.0,,True,True,800800045,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800800045_9f64c53c-3ebd-46e7-8565-4ceb53f12a48.jpg?v=1752154377,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Biela, Cbf, Kit, Productos, Repuestos","CBF, KIT, NO",125,"Andina, Biela, Kit, KIT, Productos, NO, Repuestos, Cbf, CBF, 125"
comando-derecho-run-dt-125k-crown-1,100011097,"COMANDO DERECHO (RUN) DT-125K ""CROWN""",,100011097,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2598.0,0.0,shopify,0.0,deny,manual,8450.0,,True,True,100011097,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
kit-retenes-x-6-pcs-kmx-125-crown,805000102,"KIT RETENES X 6 PCS KMX-125 ""CROWN""",,805000102,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,2597.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,805000102,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
kit-retenes-x-5-pcs-v-80-crypton,805000095,"KIT RETENES X 5 PCS V-80 ""CRYPTON""",,805000095,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,2596.0,0.0,shopify,0.0,deny,manual,7300.0,,True,True,805000095,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
kit-retenes-x-5-pcs-ts-125-cn-cr-crown,805000065,"KIT RETENES X 5 PCS TS-125 CN/CR ""CROWN""",,805000065,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén,",False,Title,Default Title,,,,,,,,2595.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,805000065,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Kit, Productos, Repuestos, Retenes","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes"
kit-retenes-x-4-pcs-crypton-110-crown,805000043,"KIT RETENES X 4 PCS ""CROWN"" CRYPTON-110",,805000043,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén, CRYPTON-110",True,Title,Default Title,,,,,,,,2594.0,0.0,shopify,136.0,deny,manual,4400.0,,True,True,805000043,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/805000043_ecd75a5c-2793-42e6-b3b3-bb56bcee9ad0.jpg?v=1752154379,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Crypton, Kit, Productos, Repuestos, Retenes","KIT, NO",110,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes, Crypton, 110"
kit-retenes-x-3-pcs-wave-110-crown,805000021,"KIT RETENES X 3 PCS ""CROWN"" WAVE-110",,805000021,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén, WAVE-110",True,Title,Default Title,,,,,,,,2593.0,0.0,shopify,65.0,deny,manual,3100.0,,True,True,805000021,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/805000021_1ce343d1-4670-40e9-b5db-fa72ed30f960.jpg?v=1752154381,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Kit, Productos, Repuestos, Retenes, Wave","KIT, NO, WAVE",110,"Andina, Kit, KIT, Productos, NO, Repuestos, Retenes, Wave, WAVE, 110"
reten-37-x-49-x-8-10-pulsar-200ns-crown-1,800900073,"RETEN 37 X 49 X 8/10 PULSAR-200 NS ""CROWN"" PULSAR-200NS",,800900073,,Producto,"andina, casa800, productos no fabricados, repuestos, Retén, PULSAR-200NS",True,Title,Default Title,,,,,,,,2592.0,0.0,shopify,260.0,deny,manual,2550.0,,True,True,800900073,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800900073_4f7be0e5-a6a3-4b65-bdd3-ef288b6eb065.jpg?v=1752154384,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Productos, Pulsar, Repuestos",NO,,"Andina, Productos, NO, Repuestos, Pulsar"
valvula-admision-escape-x-2-pcs-crypton-115-crown,800013375,"VALVULA ADMISION ESCAPE X 2 PCS CRYPTON-115 ""CROWN""",,800013375,,Producto,"andina, casa800, productos no fabricados, repuestos, Válvula,",False,Title,Default Title,,,,,,,,2591.0,0.0,shopify,0.0,deny,manual,8450.0,,True,True,800013375,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
switche-encendido-wave-100-crown,800012934,"SWITCHE DE ENCENDIDO X 3 PCS ""CROWN"" WAVE-100",,800012934,,Producto,"andina, casa800, productos no fabricados, repuestos, Switche, WAVE-100",True,Title,Default Title,,,,,,,,2590.0,0.0,shopify,0.0,deny,manual,16500.0,,True,True,800012934,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012934.1.jpg?v=1752154387,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Productos, Repuestos, Switche, Wave","NO, WAVE",100,"Andina, Productos, NO, Repuestos, Switche, Wave, WAVE, 100"
switche-encendido-wave-100-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012934_d8b974d6-5c3d-4cae-97a6-a0d422157245.jpg?v=1752154387,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switche-encendido-akt-150-ttr-crown,800012932,"SWITCHE DE ENCENDIDO ""CROWN"" AKT-150 TTR",,800012932,,Producto,"andina, casa800, productos no fabricados, repuestos, Switche, AKT-150 TTR",True,Title,Default Title,,,,,,,,2589.0,0.0,shopify,168.0,deny,manual,30600.0,,True,True,800012932,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012932.2_e1d5b3e5-0965-406c-ad8a-b4668e02b340.jpg?v=1752154390,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Akt, Andina, Productos, Repuestos, Switche","AKT, NO",150,"Andina, Productos, NO, Repuestos, Switche, Akt, AKT, 150"
pinon-bomba-aceite-wave-110-crown,800012364,"PIÑON BOMBA ACEITE WAVE-110 ""CROWN""",,800012364,,Producto,"andina, casa800, Piñón, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2588.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,800012364,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
pinon-arbol-levas-wave-110-crown,800012361,"PIÑON ARBOL LEVAS WAVE-110 ""CROWN""",,800012361,,Producto,"andina, casa800, Piñón, productos no fabricados, repuestos, Árbol de Levas,",False,Title,Default Title,,,,,,,,2587.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,800012361,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Levas, Productos, Repuestos","DE, NO",,"Andina, Productos, NO, Repuestos, Levas, DE"
kit-tijera-x-6-pcs-libero-125-crown,800012152,"KIT TIJERA X 6 PCS ""CROWN"" LIBERO-125",,800012152,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera, LIBERO-125",True,Title,Default Title,,,,,,,,2586.0,0.0,shopify,114.0,deny,manual,16300.0,,True,True,800012152,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012152_4d8ee38d-c9d4-46b7-a7f5-6ae0b3ae1492.jpg?v=1752154392,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Kit, Libero, Productos, Repuestos, Tijera","KIT, NO",125,"Andina, Kit, KIT, Productos, NO, Repuestos, Tijera, Libero, 125"
kit-tijera-x-5-pcs-xr-150l-crown,800012143,"KIT TIJERA X 5 PCS ""CROWN"" XR-150L",,800012143,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera,",True,Title,Default Title,,,,,,,,2585.0,0.0,shopify,0.0,deny,manual,29400.0,,True,True,800012143,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012143_752c9289-7679-4b64-baa9-5f632311a0b2.jpg?v=1752154394,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Kit, Productos, Repuestos, Tijera","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Tijera"
kit-tijera-x-4-pcs-vivax-115-crown,800012141,"KIT TIJERA X 4 PCS ""CROWN"" VIVAX-115/BEST-125",,800012141,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera,",True,Title,Default Title,,,,,,,,2584.0,0.0,shopify,0.0,deny,manual,12700.0,,True,True,800012141,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012141.2_e2d3072f-1cb5-4340-957e-322d489d8f6d.jpg?v=1752154396,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Kit, Productos, Repuestos, Tijera","KIT, NO",,"Andina, Kit, KIT, Productos, NO, Repuestos, Tijera"
kit-tijera-x-4-pcs-akt-150-evo-crown,800012140,"KIT TIJERA X 4 PCS ""CROWN"" AKT-150 EVO",,800012140,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera, AKT-150 EVO",True,Title,Default Title,,,,,,,,2583.0,0.0,shopify,14.0,deny,manual,10400.0,,True,True,800012140,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800012140_8929d6af-48e8-405a-864f-39fa7e73fc0e.jpg?v=1752154398,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Akt, Andina, Kit, Productos, Repuestos, Tijera","AKT, KIT, NO",150,"Andina, Kit, KIT, Productos, NO, Repuestos, Tijera, Akt, AKT, 150"
kit-discos-clutch-fz-16-crown,800011454,"KIT DISCOS CLUTCH  FZ-16 ""CROWN""",,800011454,,Producto,"andina, casa800, Clutch, Disco, Kit, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2582.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,800011454,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Disco, Kit, Productos, Repuestos","KIT, NO",,"Andina, Clutch, Disco, Kit, KIT, Productos, NO, Repuestos"
kit-cunas-direccion-nxr-125-crown,800011333,"KIT CUNAS DIRECCION (RODILLO) X 4 PCS ""CROWN"" NXR-125/XLR-125",,800011333,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, NXR-125, XLR-125, XR-125L, BRIO, XR-150L, XL-200",True,Title,Default Title,,,,,,,,2581.0,0.0,shopify,448.0,deny,manual,12100.0,,True,True,800011333,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011333.1.jpg?v=1752154402,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Brio, Kit, Nxr, Productos, Repuestos, Xlr","BRIO, KIT, NO, NXR, XL, XLR, XR","125, 200","Andina, Kit, KIT, Productos, NO, Repuestos, Nxr, NXR, 125, Xlr, XLR, 125, XR, Brio, BRIO, XR, XL, 200"
kit-cunas-direccion-nxr-125-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011333.2_0b7a0967-35e7-4278-b031-ad6a9fd9428c.jpg?v=1752154402,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cunas-direccion-xtz-125-2013-2017-crown,800011338,"KIT CUNAS DIRECCION X 21 PCS ""CROWN"" XTZ-125 (2013/2017)",,800011338,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, XTZ-125 (2013, 2017)",True,Title,Default Title,,,,,,,,2580.0,0.0,shopify,473.0,deny,manual,12100.0,,True,True,800011338,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011338.1.jpg?v=1752154405,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Kit, Productos, Repuestos, Xtz","KIT, NO, XTZ",125,"Andina, Kit, KIT, Productos, NO, Repuestos, Xtz, XTZ, 125"
filtro-de-aire-xr-150l-crown,800011699,"FILTRO DE AIRE ""CROWN"" XR-150L",,800011699,,Producto,"andina, casa800, Filtro, productos no fabricados, repuestos, XR-150L",True,Title,Default Title,,,,,,,,2579.0,0.0,shopify,395.0,deny,manual,9400.0,,True,True,800011699,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011699_d365359f-6965-4372-8f3d-7d1a1732c78f.jpg?v=1752154407,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Filtro, Productos, Repuestos","NO, XR",,"Andina, Filtro, Productos, NO, Repuestos, XR"
clutch-del-automatico-wave-110-crown,800011159,"CLUTCH AUTOMATICO ""CROWN"" WAVE-110",,800011159,,Producto,"andina, casa800, Clutch, productos no fabricados, repuestos, WAVE-110",True,Title,Default Title,,,,,,,,2578.0,0.0,shopify,0.0,deny,manual,40600.0,,True,True,800011159,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011159.1.jpg?v=1752154411,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Clutch, Productos, Repuestos, Wave","NO, WAVE",110,"Andina, Clutch, Productos, NO, Repuestos, Wave, WAVE, 110"
clutch-del-automatico-wave-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011159.2.jpg?v=1752154411,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clutch-una-via-viva-r-crown,800011108,"CLUTCH DE UNA VIA ""CROWN"" VIVA-R",,800011108,,Producto,"andina, casa800, Clutch, productos no fabricados, repuestos, VIVA-R",True,Title,Default Title,,,,,,,,2577.0,0.0,shopify,42.0,deny,manual,23300.0,,True,True,800011108,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011108.1.jpg?v=1752154416,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Clutch, Productos, Repuestos, Viva","NO, R",,"Andina, Clutch, Productos, NO, Repuestos, Viva, R"
clutch-una-via-viva-r-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011108.2_a695c48b-ddce-48dd-8ddc-d010511b4394.jpg?v=1752154416,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-wave-110-crown,800011039,"CENTRO Y PLATO EMBRAGUE X 2 PCS ""CROWN"" WAVE-110",,800011039,,Producto,"andina, casa800, Centro y Plato, productos no fabricados, repuestos, WAVE-110",True,Title,Default Title,,,,,,,,2576.0,0.0,shopify,86.0,deny,manual,23800.0,,True,True,800011039,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011039.1.jpg?v=1752154421,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Centro, Productos, Repuestos, Wave","NO, WAVE, Y",110,"Andina, Centro, Y, Productos, NO, Repuestos, Wave, WAVE, 110"
centro-y-plato-embrague-wave-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011039.2_59eca348-8eef-47f3-b3a5-ec9bf44d0c02.jpg?v=1752154421,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-completo-wave-110-crown,800011074,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" WAVE-110",,800011074,,Producto,"andina, casa800, Centro y Plato, productos no fabricados, repuestos,",True,Title,Default Title,,,,,,,,2575.0,0.0,shopify,0.0,deny,manual,41950.0,,True,True,800011074,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011074.1.jpg?v=1752154430,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-completo-wave-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011074.2_fd9b9624-2dd5-4e69-9ac1-d3173a37e8e7.jpg?v=1752154430,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-completo-wave-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011074_23be701b-5110-404e-8bf2-f457c689425f.jpg?v=1752154430,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bomba-de-aceite-ybr-125-crown,800010428,"BOMBA DE ACEITE ""CROWN"" YBR-125/LIBERO 110-125/XTZ-125",,800010428,,Producto,"andina, casa800, productos no fabricados, repuestos, YBR-125, LIBERO 110-125, XTZ-125",True,Title,Default Title,,,,,,,,2574.0,0.0,shopify,351.0,deny,manual,20400.0,,True,True,800010428,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010428.1.jpg?v=1752154435,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Libero, Productos, Repuestos, Xtz, Ybr","NO, XTZ, YBR","110, 125","Andina, Productos, NO, Repuestos, Ybr, YBR, 125, Libero, 110, 125, Xtz, XTZ, 125"
bomba-de-aceite-ybr-125-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010428_96ffcdd9-2eab-4001-833c-4099cb2fe67a.jpg?v=1752154435,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balinera-ciguenal-cb-110-crown,800010281,"BALINERA CIGÜEÑAL (63 22 C3 ) ""CROWN"" CB-110/WAVE-110/PULSAR-135",,800010281,,Producto,"andina, Balinera, casa800, productos no fabricados, repuestos, CB-110, WAVE-110, PULSAR-135",True,Title,Default Title,,,,,,,,2573.0,0.0,shopify,0.0,deny,manual,10600.0,,True,True,800010281,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010281_414b0978-b54d-430c-bf57-de38e7f036b9.jpg?v=1752154437,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Balinera, Productos, Pulsar, Repuestos, Wave","CB, NO, WAVE","110, 135","Andina, Balinera, Productos, NO, Repuestos, CB, 110, Wave, WAVE, 110, Pulsar, 135"
balinera-de-ciguenal-bws-125-crown,800010285,"BALINERA DE CIGUEÑAL BWS-125 ""CROWN""",,800010285,,Producto,"andina, Balinera, casa800, productos no fabricados, repuestos, BWS-125, AGILITY-125 (SC04A86)",False,Title,Default Title,,,,,,,,2572.0,0.0,shopify,684.0,deny,manual,12100.0,,True,True,800010285,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Agility, Andina, Balinera, Bws, Productos, Repuestos","BWS, NO",125,"Andina, Balinera, Productos, NO, Repuestos, Bws, BWS, 125, Agility, 125"
arbol-de-levas-cb-1-cbf-125f-crown,800010154,"ARBOL DE LEVAS ""CROWN"" CB-1 / CB-125F",,800010154,,Producto,"andina, casa800, productos no fabricados, repuestos, Árbol de Levas, CB-1, CB-125F",True,Title,Default Title,,,,,,,,2571.0,0.0,shopify,34.0,deny,manual,31450.0,,True,True,800010154,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010154.1.png?v=1752154441,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Levas, Productos, Repuestos","CB, DE, NO",,"Andina, Productos, NO, Repuestos, Levas, DE, CB, CB"
arbol-de-levas-cb-1-cbf-125f-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010154.2_ebc0c1db-cffe-40c4-b761-e05393f89a93.png?v=1752154441,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switche-de-encendido-crypton-115-crown,100012964,"SWITCHE DE ENCENDIDO CRYPTON-115 ""CROWN""",,100012964,,Producto,"andina, casa100, productos no fabricados, repuestos, Switche,",False,Title,Default Title,,,,,,,,2570.0,0.0,shopify,0.0,deny,manual,23995.0,,True,True,100012964,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos, Switche",NO,,"Andina, Productos, NO, Repuestos, Switche"
rotor-filtro-aceite-cbf-150-crown,100012682,"ROTOR FILTRO ACEITE CBF-150 ""CROWN""",,100012682,,Producto,"andina, casa100, Filtro, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,2569.0,0.0,shopify,0.0,deny,manual,14600.0,,True,True,100012682,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Filtro, Productos, Repuestos",NO,,"Andina, Filtro, Productos, NO, Repuestos"
reten-37-x-49-x-8-10-pulsar-200ns-crown,100700159,"RETEN 37 X 49 X 8/10 PULSAR 200NS ""CROWN""",,100700159,,Producto,"andina, casa100, productos no fabricados, repuestos, Retén,",False,Title,Default Title,,,,,,,,2568.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100700159,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
