Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
sellos-de-valvula-gixxer-250-original-suzuki,"SELLOS DE VALVULA GIXXER-250 ""ORIGINAL SUZUKI""",,700012792,,Producto,"andina, casa700, productos no fabricados, repuestos, Sello, Válvula",FALSE,Title,Default Title,,,,,,,,3664,0.0,shopify,0,deny,manual,5400.00,,TRUE,TRUE,700012792,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
sellos-de-valvula-eco-deluxe-original-hero,"SELLOS DE VALVULA ECO DELUXE ""ORIGINAL HERO""",,700012790,,Producto,"andina, casa700, productos no fabricados, repuestos, Sello, Válvula",FALSE,Title,Default Title,,,,,,,,3663,0.0,shopify,0,deny,manual,3900.00,,TRUE,TRUE,700012790,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
selector-de-cambios-eco-deluxe-original-hero,"SELECTOR DE CAMBIOS ECO DELUXE ""ORIGINAL HERO""",,700012770,,Producto,"andina, casa700, productos no fabricados, repuestos, Selector",FALSE,Title,Default Title,,,,,,,,3662,0.0,shopify,17,deny,manual,75000.00,,TRUE,TRUE,700012770,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
reten-41-x-53-5-x-11-gixxer-250-original-suzuki,"RETEN 41 X 53.5 X 11 GIXXER-250 ""ORIGINAL SUZUKI""",,700012726,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén",FALSE,Title,Default Title,,,,,,,,3661,0.0,shopify,0,deny,manual,18000.00,,TRUE,TRUE,700012726,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
reten-30-x-42-x-4-5-splendor-nxg-original-hero,"RETEN 30 X 42 X 4.5 SPLENDOR NXG ""ORIGINAL HERO""",,700012725,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén",FALSE,Title,Default Title,,,,,,,,3660,0.0,shopify,109,deny,manual,4380.00,,TRUE,TRUE,700012725,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
reten-18-9-x-30-x-5-splendor-nxg-original-hero,"RETEN 18.9 X 30 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012723,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén",FALSE,Title,Default Title,,,,,,,,3659,0.0,shopify,0,deny,manual,2100.00,,TRUE,TRUE,700012723,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
reten-18-9-x-28-x-5-splendor-nxg-original-hero,"RETEN 18.9 X 28 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012722,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén",FALSE,Title,Default Title,,,,,,,,3658,0.0,shopify,396,deny,manual,2800.00,,TRUE,TRUE,700012722,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
reten-11-6-x-24-x-10-eco-deluxe-original-hero,"RETEN 11.6 X 24 X 10 ECO DELUXE ""ORIGINAL HERO""",,700012720,,Producto,"andina, casa700, productos no fabricados, repuestos, Retén",FALSE,Title,Default Title,,,,,,,,3657,0.0,shopify,0,deny,manual,2900.00,,TRUE,TRUE,700012720,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
resorte-telescopico-eco-deluxe-original-hero-2,"RESORTE TELESCOPICO ECO DELUXE ""ORIGINAL HERO""",,700012697,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3656,0.0,shopify,2,deny,manual,9600.00,,TRUE,TRUE,700012697,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
resorte-crank-pulsar-135-genuine-bajaj-2,"RESORTE CRANK PULSAR-135 ""GENUINE BAJAJ""",,700012667,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3655,0.0,shopify,0,deny,manual,1900.00,,TRUE,TRUE,700012667,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
resorte-crank-boxer-ct100-tec-genuine-bajaj-1,"RESORTE CRANK BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012666,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3654,0.0,shopify,0,deny,manual,2100.00,,TRUE,TRUE,700012666,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
resorte-crank-eco-deluxe-original-hero,"RESORTE CRANK ECO DELUXE ""ORIGINAL HERO""",,700012665,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3653,0.0,shopify,142,deny,manual,5100.00,,TRUE,TRUE,700012665,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
relay-arranque-cbf-150-original-hero,"RELAY ARRANQUE CBF-150 ""ORIGINAL HERO""",,700012615,,Producto,"andina, casa700, productos no fabricados, Relay, repuestos",FALSE,Title,Default Title,,,,,,,,3652,0.0,shopify,8,deny,manual,24000.00,,TRUE,TRUE,700012615,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
radiador-pulsar-200ns-genuine-bajaj,"RADIADOR PULSAR-200NS ""GENUINE BAJAJ""",,700012570,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3651,0.0,shopify,0,deny,manual,188000.00,,TRUE,TRUE,700012570,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
plato-presion-clutch-fz-25-original-yamaha,"PLATO PRESION CLUTCH FZ-25 ""ORIGINAL YAMAHA""",,700012528,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3650,0.0,shopify,0,deny,manual,29000.00,,TRUE,TRUE,700012528,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
plato-presion-clutch-gixxer-250-original-suzuki,"PLATO PRESION CLUTCH GIXXER-250 ""ORIGINAL SUZUKI""",,700012527,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3649,0.0,shopify,0,deny,manual,23000.00,,TRUE,TRUE,700012527,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
plato-presion-clutch-gixxer-150-original-suzuki,"PLATO PRESION CLUTCH GIXXER-150 ""ORIGINAL SUZUKI""",,700012526,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3648,0.0,shopify,0,deny,manual,28000.00,,TRUE,TRUE,700012526,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
plato-presion-clutch-ignitor-125-original-hero,"PLATO PRESION CLUTCH IGNITOR-125 ""ORIGINAL HERO""",,700012525,,Producto,"andina, casa700, Clutch, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3647,0.0,shopify,0,deny,manual,17000.00,,TRUE,TRUE,700012525,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
piston-std-gixxer-250-original-suzuki,"PISTON STD GIXXER-250 ""ORIGINAL SUZUKI""",,700012500,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3646,0.0,shopify,0,deny,manual,51600.00,,TRUE,TRUE,700012500,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pinon-fuerza-fz-25-original-yamaha,"PIÑON FUERZA FZ-25 ""ORIGINAL YAMAHA""",,700012461,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3645,0.0,shopify,6,deny,manual,52000.00,,TRUE,TRUE,700012461,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pinon-fuerza-fz-16-original-yamaha,"PIÑON FUERZA FZ-16 ""ORIGINAL YAMAHA""",,700012460,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3644,0.0,shopify,20,deny,manual,62000.00,,TRUE,TRUE,700012460,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pinon-ciguenal-cadenilla-2-discos-pulsar-160ns-genuine-bajaj,"PIÑON CIGUEÑAL CADENILLA (2 DISCOS) PULSAR-160NS ""GENUINE BAJAJ""",,700012401,,Producto,"andina, Cadenilla, casa700, Disco, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3643,0.0,shopify,54,deny,manual,13000.00,,TRUE,TRUE,700012401,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pinon-bomba-aceite-fz-25-original-yamaha,"PIÑON BOMBA ACEITE FZ-25 ""ORIGINAL YAMAHA""",,700012386,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3642,0.0,shopify,0,deny,manual,9800.00,,TRUE,TRUE,700012386,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pinon-balanceador-pulsar-180-fi-genuine-bajaj,"PIÑON BALANCEADOR PULSAR-180 Fi ""GENUINE BAJAJ""",,700012375,,Producto,"andina, casa700, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3641,0.0,shopify,0,deny,manual,40000.00,,TRUE,TRUE,700012375,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pin-piston-gixxer-250-original-suzuki,"PIN PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012360,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3640,0.0,shopify,0,deny,manual,1500.00,,TRUE,TRUE,700012360,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
pasador-piston-gixxer-250-original-suzuki,"PASADOR PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012330,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3639,0.0,shopify,0,deny,manual,8000.00,,TRUE,TRUE,700012330,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-culatin-rtr-200-apache-original-tvs,"O-RING CULATIN RTR-200 APACHE ""ORIGINAL TVS""",,700012311,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3638,0.0,shopify,0,deny,manual,13000.00,,TRUE,TRUE,700012311,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-tapa-filtro-aceite-gixxer-150-original-suzuki,"O-RING TAPA FILTRO ACEITE GIXXER-150 ""ORIGINAL SUZUKI""",,700012307,,Producto,"andina, casa700, Filtro, O-ring, productos no fabricados, repuestos, Tapa",FALSE,Title,Default Title,,,,,,,,3637,0.0,shopify,0,deny,manual,4950.00,,TRUE,TRUE,700012307,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-culatin-cb-110-original-honda-1,"O-RING CULATIN CB-110 ""ORIGINAL HONDA""",,700012306,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3636,0.0,shopify,0,deny,manual,13000.00,,TRUE,TRUE,700012306,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-culatin-cb-125f-original-honda-1,"O-RING CULATIN CB-125F ""ORIGINAL HONDA""",,700012305,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3635,0.0,shopify,111,deny,manual,5900.00,,TRUE,TRUE,700012305,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-culatin-cbf-150-original-honda-1,"O-RING CULATIN CBF-150 ""ORIGINAL HONDA""",,700012304,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3634,0.0,shopify,0,deny,manual,6500.00,,TRUE,TRUE,700012304,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
o-ring-cuba-carburador-gixxer-150-original-suzuki,"O-RING CUBA CARBURADOR GIXXER-150 ""ORIGINAL SUZUKI""",,700012302,,Producto,"andina, casa700, O-ring, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3633,0.0,shopify,0,deny,manual,2900.00,,TRUE,TRUE,700012302,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
medidor-de-combustible-part-inf-pulsar-200ns-genuine-bajaj,"MEDIDOR DE COMBUSTIBLE PART. INF PULSAR-200NS ""GENUINE BAJAJ""",,700012201,,Producto,"andina, casa700, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3632,0.0,shopify,0,deny,manual,32000.00,,TRUE,TRUE,700012201,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-retenes-x-7-pcs-starter-eco-deluxe-original-hero,"KIT RETENES X 7 PCS STARTER ECO DELUXE ""ORIGINAL HERO""",,700012102,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén",FALSE,Title,Default Title,,,,,,,,3631,0.0,shopify,0,deny,manual,13500.00,,TRUE,TRUE,700012102,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-retenes-x-4-pcs-cbf-150-original-hero-1,"KIT RETENES X 4 PCS CBF-150 ""ORIGINAL HERO""",,700012101,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén",FALSE,Title,Default Title,,,,,,,,3630,0.0,shopify,0,deny,manual,5100.00,,TRUE,TRUE,700012101,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-retenes-bomba-turbina-pulsar-200ns-genuine-bajaj-1,"KIT RETENES BOMBA + TURBINA PULSAR-200NS ""GENUINE BAJAJ""",,700012100,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos, Retenes, Retén",FALSE,Title,Default Title,,,,,,,,3629,0.0,shopify,0,deny,manual,17500.00,,TRUE,TRUE,700012100,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-pinon-velocimetro-x-5-pcs-eco-deluxe-original-hero,"KIT PIÑON VELOCIMETRO X 5 PCS ECO DELUXE ""ORIGINAL HERO""",,700012051,,Producto,"andina, casa700, Kit, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3628,0.0,shopify,0,deny,manual,5900.00,,TRUE,TRUE,700012051,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-pinon-velocimetro-x-2-pcs-boxer-ct100-tec-genuine-bajaj,"KIT PIÑON VELOCIMETRO X 2 PCS BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012050,,Producto,"andina, casa700, Kit, Piñón, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3627,0.0,shopify,0,deny,manual,4300.00,,TRUE,TRUE,700012050,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-guia-tensor-cadenilla-pulsar-150ns-genuine-bajaj-1,"KIT GUIA TENSOR CADENILLA PULSAR-150NS ""GENUINE BAJAJ""",,700012001,,Producto,"andina, Cadenilla, casa700, Kit, productos no fabricados, repuestos, Tensor",FALSE,Title,Default Title,,,,,,,,3626,0.0,shopify,0,deny,manual,14200.00,,TRUE,TRUE,700012001,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-guia-tensor-cadenilla-pulsar-135-genuine-bajaj-1,"KIT GUIA TENSOR CADENILLA PULSAR-135 ""GENUINE BAJAJ""",,700012000,,Producto,"andina, Cadenilla, casa700, Kit, productos no fabricados, repuestos, Tensor",FALSE,Title,Default Title,,,,,,,,3625,0.0,shopify,568,deny,manual,6500.00,,TRUE,TRUE,700012000,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-distribucion-xpulse-200-original-hero,"KIT DISTRIBUCION XPULSE-200 ""ORIGINAL HERO""",,700011940,,Producto,"andina, casa700, Kit, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3624,0.0,shopify,0,deny,manual,62000.00,,TRUE,TRUE,700011940,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-discos-de-clutch-x-5-pcs-glamour-125-original-hero,"KIT DISCOS DE CLUTCH X 5 PCS GLAMOUR-125 ""ORIGINAL HERO""",,700011910,,Producto,"andina, casa700, Clutch, Disco, Kit, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3623,0.0,shopify,0,deny,manual,49500.00,,TRUE,TRUE,700011910,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
kit-cilindro-xpulse-200-original-hero,"KIT CILINDRO XPULSE-200 ""ORIGINAL HERO""",,700011841,,Producto,"andina, casa700, Cilindro, Kit, productos no fabricados, repuestos",FALSE,Title,Default Title,,,,,,,,3622,0.0,shopify,8,deny,manual,318000.00,,TRUE,TRUE,700011841,,,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
