Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
balancin-admision-escape-discover-125-crown,"BALANCIN ADMISION/ESCAPE DISCOVER-125+ ""CROWN""",,200010209,,Producto,"andina, Balancín, casa200, Disco, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2852.0,0.0,shopify,33.0,deny,manual,28100.0,,True,True,200010209,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/200010209.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
balancin-admision-escape-boxer-100-ktec-ug-an80-crown,"BALANCIN ADMISION/ESCAPE BOXER-100 KTEC/UG/AN80 ""CROWN""",,200010205,,Producto,"andina, Balancín, casa200, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2849.0,0.0,shopify,92.0,deny,manual,13850.0,,True,True,200010205,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/200010205.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
arbol-de-levas-discover-125st-crown-2,"ARBOL DE LEVAS  DISCOVER-125ST ""CROWN""",,200010189,,Producto,"andina, casa200, Disco, productos no fabricados, repuestos, Árbol de Levas",True,Title,Default Title,,,,,,,,2838.0,0.0,shopify,14.0,deny,manual,31600.0,,True,True,200010189,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/200010189.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-75-dr-150-crown,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" DR-150",,800700473,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2827.0,0.0,shopify,11.0,deny,manual,30850.0,,True,True,800700473,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700473.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-50-dr-150-crown,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" DR-150",,800700472,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2826.0,0.0,shopify,44.0,deny,manual,30850.0,,True,True,800700472,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700472.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-50-dr-150-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700472.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-piston-0-25-dr-150-crown,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" DR-150",,800700471,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2825.0,0.0,shopify,66.0,deny,manual,30850.0,,True,True,800700471,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700471.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
tensor-cadena-derecho-e-izquierdo-pulsar-180-dtsi,TENSOR CADENA DERECHO E IZQUIERDO PULSAR 180 DTSi,,600013132,,Producto,"andina, casa600, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2823.0,0.0,shopify,443.0,deny,manual,8200.0,,True,True,600013132,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600013132.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
caja-de-cambios-nxr-bross-crown-1,"CAJA DE CAMBIOS ""CROWN"" NXR BROSS",,800010862,,Producto,"andina, Caja de Cambios, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2822.0,0.0,shopify,20.0,deny,manual,93120.0,,True,True,800010862,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010862.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
barra-telescopica-sin-tapon-boxer-ct100-tec-crown,"BARRA TELESCOPICA CON TAPON X2 PCS ""CROWN"" BOXER CT 100 TEC",,800010305,,Producto,"andina, Barra Telescópica, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2821.0,0.0,shopify,561.0,deny,manual,82220.0,,True,True,800010305,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010305.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-tijera-x-5-pcs-fz-16-inyection-crown,"KIT TIJERA X 5 PCS ""CROWN"" FZ-2.0/FZ-25",,800012154,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera",True,Title,Default Title,,,,,,,,2819.0,0.0,shopify,0.0,deny,manual,29600.0,,True,True,800012154,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012154.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-tijera-x-12-pcs-fz-16-crown,"KIT TIJERA X 12 PCS ""CROWN"" FZ-16",,800012153,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Tijera",True,Title,Default Title,,,,,,,,2818.0,0.0,shopify,401.0,deny,manual,29800.0,,True,True,800012153,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012153.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
aislador-carburador-cd-100-crown-1,"AISLADOR CARBURADOR CD-100 ""CROWN""",,200010040,,Producto,"andina, casa200, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2817.0,0.0,shopify,738.0,deny,manual,1200.0,,True,True,200010040,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/200010040.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-disribucion-cb-125f-crown,"KIT DISTRIBUCION (NO RUIDO) ""CROWN"" CB-125F / CB1",,800011983,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2816.0,0.0,shopify,729.0,deny,manual,22000.0,,True,True,800011983,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011983.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
filtro-de-aire-espuma-eco-100-crown,"FILTRO DE AIRE (ESPUMA) ECO-100 ""CROWN""",,600011625,,Producto,"andina, casa600, Filtro, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2815.0,0.0,shopify,98.0,deny,manual,5995.0,,True,True,600011625,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600011625.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
caja-de-cambios-akt-125-crown-1,"CAJA DE CAMBIOS X 28 PCS ""CROWN"" AKT-125S/SL/NKD/TT-125/EVO-1",,800010858,,Producto,"andina, Caja de Cambios, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2813.0,0.0,shopify,20.0,deny,manual,93100.0,,True,True,800010858,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010858.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
caja-de-cambios-akt-200-crown-1,"CAJA DE CAMBIOS X 28 PCS ""CROWN"" AKT-200",,800010859,,Producto,"andina, Caja de Cambios, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2812.0,0.0,shopify,31.0,deny,manual,105000.0,,True,True,800010859,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010859.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-ax-100-crown-1,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" AX-100/AK-100",,801000142,,Producto,"andina, casa800, Cilindro, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2811.0,0.0,shopify,57.0,deny,manual,110000.0,,True,True,801000142,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000142.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-ax-100-crown-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000142.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-discover-125st-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" DISCOVER-125 ST",,801000098,,Producto,"andina, casa800, Cilindro, Disco, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2810.0,0.0,shopify,54.0,deny,manual,113200.0,,True,True,801000098,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000098.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-discover-125st-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000098.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-discover-100m-4-valvulas-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" DISCOVER-100M (4 VALVULAS)/DISCOVER 110",,801000096,,Producto,"andina, casa800, Cilindro, Disco, Kit, productos no fabricados, repuestos, Válvula",True,Title,Default Title,,,,,,,,2809.0,0.0,shopify,0.0,deny,manual,111500.0,,True,True,801000096,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000096.2.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-discover-100m-4-valvulas-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000096.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-fz-2-0-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" FZ 2.0",,801000134,,Producto,"andina, casa800, Cilindro, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2807.0,0.0,shopify,12.0,deny,manual,114900.0,,True,True,801000134,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000134.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-fz-2-0-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000134.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-discover-100s-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" DISCOVER-100S",,801000095,,Producto,"andina, casa800, Cilindro, Disco, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2806.0,0.0,shopify,17.0,deny,manual,100400.0,,True,True,801000095,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000095.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-discover-100s-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000095.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-crypton-115fi-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" CRYPTON-115FI",,801000124,,Producto,"andina, casa800, Cilindro, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2805.0,0.0,shopify,25.0,deny,manual,102200.0,,True,True,801000124,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000124.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-crypton-115fi-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000124.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-cb-125f-crown,"KIT CILINDRO (COLOR NEGRO) ""CROWN"" CB-125F",,801000075,,Producto,"andina, casa800, Cilindro, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2804.0,0.0,shopify,120.0,deny,manual,96500.0,,True,True,801000075,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000075.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-cb-125f-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000075.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-cilindro-akt-125-flex-crown,"KIT CILINDRO (COLOR NEGRO)""CROWN"" AKT-125 FLEX ULTRA",,801000002,,Producto,"andina, casa800, Cilindro, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2803.0,0.0,shopify,49.0,deny,manual,101000.0,,True,True,801000002,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000002.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cilindro-akt-125-flex-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/801000002.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-biela-crytpon-115fi-crown,"KIT BIELA ""CROWN"" CRYPTON-115FI",,800800092,,Producto,"andina, Biela, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2799.0,0.0,shopify,28.0,deny,manual,36000.0,,True,True,800800092,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800800092.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-biela-pulsar-180-crown,"KIT BIELA ""CROWN"" PULSAR-180",,800800076,,Producto,"andina, Biela, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2797.0,0.0,shopify,8.0,deny,manual,34400.0,,True,True,800800076,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800800076.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
