Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
bomba-de-aceite-ybr-125-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010428.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balinera-ciguenal-cb-110-crown,"BALINERA CIGÜEÑAL (63 22 C3 ) ""CROWN"" CB-110/WAVE-110/PULSAR-135",,800010281,,Producto,"andina, Balinera, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2573.0,0.0,shopify,0.0,deny,manual,10600.0,,True,True,800010281,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010281.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
arbol-de-levas-cb-1-cbf-125f-crown,"ARBOL DE LEVAS ""CROWN"" CB-1 / CB-125F",,800010154,,Producto,"andina, casa800, productos no fabricados, repuestos, Árbol de Levas",True,Title,Default Title,,,,,,,,2571.0,0.0,shopify,34.0,deny,manual,31450.0,,True,True,800010154,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010154.1.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
arbol-de-levas-cb-1-cbf-125f-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010154.2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-discos-clutch-x-2-pcs-24t-crypton-115-crown,"KIT DISCOS CLUTCH X 2 PCS 24T CRYPTON-115 ""CROWN""",,100012003,,Producto,"andina, casa100, Clutch, Disco, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2564.0,0.0,shopify,0.0,deny,manual,7400.0,,True,True,100012003,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/100012003.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
cadenilla-distribucion-boxer-crown-1,"CADENILLA DISTRIBUCION 25HX88L ""CROWN"" BOXER CT100-TEC/PLATI",,800010807,,Producto,"andina, Cadenilla, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2554.0,0.0,shopify,7.0,deny,manual,6300.0,,True,True,800010807,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010807.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-1-00-eco-deluxe-crown,"ANILLOS 1.00 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",,800600124,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2551.0,0.0,shopify,0.0,deny,manual,10100.0,,True,True,800600124,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600124.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-75-eco-deluxe-crown,"ANILLOS 0.75 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",,800600123,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2550.0,0.0,shopify,88.0,deny,manual,8650.0,,True,True,800600123,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600123.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
reposapie-conductor-der-izq-x-2-pcs-pulsar-135-crown,"REPOSAPIE CONDUCTOR DER-IZQ ""CROWN"" PULSAR-135",,800012693,,Producto,"andina, casa800, productos no fabricados, Reposapie, repuestos",True,Title,Default Title,,,,,,,,2549.0,0.0,shopify,33.0,deny,manual,17100.0,,True,True,800012693,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012693.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-guia-tensor-cadenilla-gn-125h-crown,"KIT GUIA TENSOR CADENILLA X2 PCS ""CROWN"" GN-125H",,800012113,,Producto,"andina, Cadenilla, casa800, Kit, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2544.0,0.0,shopify,261.0,deny,manual,9300.0,,True,True,800012113,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012113.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-50-cb1-cb-125f-crown,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" CB-1/ CB-125F",,800700136,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2543.0,0.0,shopify,191.0,deny,manual,24500.0,,True,True,800700136,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700136.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-50-cb1-cb-125f-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700136.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-piston-0-25-cb-1-cbf-125f-crown,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL""(CAJA METALICA) CB-1/CB-",,800700135,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2542.0,0.0,shopify,111.0,deny,manual,25400.0,,True,True,800700135,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700135.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-25-cb-1-cbf-125f-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700135.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-piston-0-50-akt-150-tt-mv-crown,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" AKT-150/TT (MODELO VIEJO) (PASADOR 15MM)",,800700092,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2541.0,0.0,shopify,41.0,deny,manual,27000.0,,True,True,800700092,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700092.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-50-akt-150-tt-mv-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700092.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-piston-0-25-akt-150-tt-mv-crown,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" AKT-150/TT (MODELO VIEJO) (PASADOR 15MM)",,800700091,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2540.0,0.0,shopify,0.0,deny,manual,27000.0,,True,True,800700091,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700091.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-piston-0-25-akt-150-tt-mv-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800700091.2.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-biela-ge-110-hayate-crown,"KIT BIELA ""CROWN"" HAYATE-110",,800800106,,Producto,"andina, Biela, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2539.0,0.0,shopify,94.0,deny,manual,26800.0,,True,True,800800106,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800800106.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-biela-cb-1-cb-125f-crown,"KIT BIELA ""CROWN"" CB-1 / CB-125F",,800800044,,Producto,"andina, Biela, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2538.0,0.0,shopify,366.0,deny,manual,30800.0,,True,True,800800044,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800800044.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-25-gixxer-150-crown,"ANILLOS 0.25 ""CROWN"" GIXXER-150",,800600466,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2536.0,0.0,shopify,100.0,deny,manual,10900.0,,True,True,800600466,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600466.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-std-gixxer-150-crown,"ANILLOS STD ""CROWN"" GIXXER-150",,800600465,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2535.0,0.0,shopify,91.0,deny,manual,10900.0,,True,True,800600465,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600465.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-50-cb-1-cbf-125f-crown,"ANILLOS 0.50 ""CROWN"" CB-1/ CB-125F",,800600147,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2532.0,0.0,shopify,83.0,deny,manual,10100.0,,True,True,800600147,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600147.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-25-cb1-cb-125f-crown,"ANILLOS 0.25 ""CROWN"" CB-1/ CB-125F",,800600146,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2531.0,0.0,shopify,180.0,deny,manual,10100.0,,True,True,800600146,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600146.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-std-cb-1-cbf-125f-crown,"ANILLOS STD ""CROWN"" CB-1/ CB-125",,800600145,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2530.0,0.0,shopify,175.0,deny,manual,10100.0,,True,True,800600145,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600145.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-1-00-cbf-125-crown,"ANILLOS 1.00 ""CROWN"" CBF-125",,800600144,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2529.0,0.0,shopify,17.0,deny,manual,11500.0,,True,True,800600144,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600144.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-1-00-c-90-crown,"ANILLOS 1.00 ""CROWN"" C-90",,800600174,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2527.0,0.0,shopify,132.0,deny,manual,9680.0,,True,True,800600174,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600174.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-75-c-90-crown,"ANILLOS 0.75 ""CROWN"" C-90",,800600173,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2526.0,0.0,shopify,96.0,deny,manual,9680.0,,True,True,800600173,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600173.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-50-c-90-crown,"ANILLOS 0.50 ""CROWN"" C-90",,800600172,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2525.0,0.0,shopify,61.0,deny,manual,9680.0,,True,True,800600172,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600172.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-0-25-c-90-crown,"ANILLOS 0.25 ""CROWN"" C-90",,800600171,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2524.0,0.0,shopify,33.0,deny,manual,9680.0,,True,True,800600171,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600171.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
anillos-std-c-90-crown,"ANILLOS STD ""CROWN"" C-90",,800600170,,Producto,"andina, Anillo, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2523.0,0.0,shopify,109.0,deny,manual,9680.0,,True,True,800600170,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800600170.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
tensor-cadena-izquierdo-pulsar-dtsi-crown,"TENSOR CADENA IZQUIERDO PULSAR DTSi ""CROWN""",,600013131,,Producto,"andina, casa600, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2517.0,0.0,shopify,109.0,deny,manual,4560.0,,True,True,600013131,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600013131.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
soporte-manigueta-izquierda-starter-splendor-nxg-crown,"SOPORTE MANIGUETA IZQUIERDA (STARTER) SPLENDOR NXG ""CROWN""",,600013106,,Producto,"andina, casa600, Manigueta, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2510.0,0.0,shopify,425.0,deny,manual,5900.0,,True,True,600013106,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600013106.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
soporte-manigueta-izquierda-patada-eco-deluxe-crown,"SOPORTE MANIGUETA IZQUIERDA (PATADA) ECO DELUXE ""CROWN""",,600013104,,Producto,"andina, casa600, Manigueta, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2509.0,0.0,shopify,77.0,deny,manual,5995.0,,True,True,600013104,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600013104.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
manigueta-derecha-freno-banda-cb-110-crown-1,"MANIGUETA DERECHA (FRENO BANDA) CB-110 ""CROWN""",,600012304,,Producto,"andina, casa600, Manigueta, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2480.0,0.0,shopify,1.0,deny,manual,4995.0,,True,True,600012304,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600012304.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
caucho-campana-pulsar-200ns-crown,"CAUCHO CAMPANA PULSAR-200NS ""CROWN""",,600011000,,Producto,"andina, Campana, casa600, Caucho, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2467.0,0.0,shopify,42.0,deny,manual,5800.0,,True,True,600011000,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/600011000.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
flauta-tensora-x-4-pcs-c70zc,"FLAUTA TENSORA X 4 PCS ""CROWN"" C70ZC",,800011738,,Producto,"andina, casa800, Flauta, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2428.0,0.0,shopify,665.0,deny,manual,3500.0,,True,True,800011738,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011738.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-retenes-x-6-pcs-boxer-crown-3,"KIT RETENES X 6 PCS ""CROWN"" BOXER CT-100 TEC",,805000090,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos, Retenes, Retén",True,Title,Default Title,,,,,,,,2426.0,0.0,shopify,0.0,deny,manual,3900.0,,True,True,805000090,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/805000090.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
tensor-hidraulico-gn-125-crown,"TENSOR HIDRAULICO ""CROWN"" GN-125H",,800013085,,Producto,"andina, casa800, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2425.0,0.0,shopify,478.0,deny,manual,9200.0,,True,True,800013085,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800013085.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
tensor-hidraulico-gn-125-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800013085.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reposapie-conductor-der-izq-x-2-pcs-discover-135-crown,"REPOSAPIE CONDUCTOR IZQUIERDO Y DERECHO ""CROWN"" DISCOVER-",,800012691,,Producto,"andina, casa800, Disco, productos no fabricados, Reposapie, repuestos",True,Title,Default Title,,,,,,,,2424.0,0.0,shopify,92.0,deny,manual,17100.0,,True,True,800012691,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012691.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
reposapie-pasajero-der-izq-x-2-pcs-discover-135-crown,"REPOSAPIE PASAJERO DER/IZQ (EL PAR) ""CROWN"" DISCOVER-135",,800012690,,Producto,"andina, casa800, Disco, productos no fabricados, Reposapie, repuestos",True,Title,Default Title,,,,,,,,2423.0,0.0,shopify,119.0,deny,manual,17300.0,,True,True,800012690,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012690.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
regulador-rectificador-bws-125-crown-1,"REGULADOR RECTIFICADOR ""CROWN"" BWS-125",,800012606,,Producto,"andina, casa800, productos no fabricados, Regulador, repuestos",True,Title,Default Title,,,,,,,,2422.0,0.0,shopify,0.0,deny,manual,39995.0,,True,True,800012606,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012606.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
regulador-rectificador-bws-125-crown-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012606.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llave-gasolina-akt-150evo-crown-1,"LLAVE GASOLINA ""CROWN"" AKT-150EVO/RX-115/TS-125/AX-100",,800012170,,Producto,"andina, casa800, Llave, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2420.0,0.0,shopify,152.0,deny,manual,11800.0,,True,True,800012170,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012170.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
leva-freno-trasero-boxer-crown-1,"LEVA FRENO TRASERO ""CROWN"" BOXER CT-100",,800012157,,Producto,"andina, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2419.0,0.0,shopify,443.0,deny,manual,3300.0,,True,True,800012157,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012157.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-guia-tensor-cadenilla-ybr-125-mn-crown,"KIT GUIA TENSOR CADENILLA X2 PCS ""CROWN"" YBR-125 MN/LIBERO-125",,800012118,,Producto,"andina, Cadenilla, casa800, Kit, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2418.0,0.0,shopify,0.0,deny,manual,9550.0,,True,True,800012118,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012118.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-guia-tensor-cadenilla-best-125-crown-1,"KIT GUIA TENSOR CADENILLA X2 PCS ""CROWN"" BEST-125/AX-4",,800012116,,Producto,"andina, Cadenilla, casa800, Kit, productos no fabricados, repuestos, Tensor",True,Title,Default Title,,,,,,,,2417.0,0.0,shopify,470.0,deny,manual,10500.0,,True,True,800012116,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012116.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-pernos-catalina-eco-deluxe-crown-1,KIT PERNOS CATALINA X 8 PCS (BOLSA X 10 KIT ) ECO-DELUXE/ECO-100,,800012030,,Producto,"andina, casa800, Kit, Pernos, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2416.0,0.0,shopify,861.0,deny,manual,2160.0,,True,True,800012030,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012030.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-discos-clutch-x-5-pcs-ax-100-crown-1,"KIT DISCOS CLUTCH X5 PCS ""CROWN"" AX-100",,800011432,,Producto,"andina, casa800, Clutch, Disco, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2415.0,0.0,shopify,206.0,deny,manual,11500.0,,True,True,800011432,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011432.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-discos-clutch-x-5-pcs-akt-125-crown-1,"KIT DISCOS CLUTCH X5 PCS ""CROWN"" AKT125S/SL/NKD/TT/EVO/XL125/",,800011428,,Producto,"andina, casa800, Clutch, Disco, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2414.0,0.0,shopify,83.0,deny,manual,9250.0,,True,True,800011428,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011428.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-biela-ax-100-crown-1,"KIT BIELA ""CROWN"" AX-100",,800800102,,Producto,"Biela, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2413.0,0.0,shopify,68.0,deny,manual,33700.0,,True,True,800800102,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800800102.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
filtro-de-aceite-cbf-150-crown-1,"FILTRO ACEITE ""CROWN"" CBF-150",,800011680,,Producto,"andina, casa800, Filtro, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2412.0,0.0,shopify,0.0,deny,manual,1795.0,,True,True,800011680,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011680.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
correa-transmision-bws-125-crown,"CORREA DISTRIBUCION ""CROWN"" BWS-125",,800011296,,Producto,"andina, casa800, Correa, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2411.0,0.0,shopify,0.0,deny,manual,22300.0,,True,True,800011296,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011296.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
clutch-de-una-via-cbf-150-crown-1,"CLUTCH DE UNA VIA ""CROWN"" CBF-150",,800011092,,Producto,"andina, casa800, Clutch, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2410.0,0.0,shopify,142.0,deny,manual,34500.0,,True,True,800011092,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011092.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
cadenilla-distribucion-discover-100-crown-1,"CADENILLA DISTRIBUCION (25H X 92L) ""CROWN"" DISCOVER-100",,800010830,,Producto,"andina, Cadenilla, casa800, Disco, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2409.0,0.0,shopify,189.0,deny,manual,6800.0,,True,True,800010830,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010830.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
cadenilla-distribucion-pulsar-135-ls-crown,"CADENILLA DISTRIBUCION (25H X 94L) ""CROWN"" PULSAR-135LS",,800010833,,Producto,"andina, Cadenilla, casa800, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2408.0,0.0,shopify,342.0,deny,manual,7250.0,,True,True,800010833,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800010833.png,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
kit-cunas-direccion-pulsar-200ns-crown,"KIT CUNAS DIRECCION ""CROWN"" PULSAR - 200NS",,800011349,,Producto,"andina, casa800, Kit, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2406.0,0.0,shopify,92.0,deny,manual,11600.0,,True,True,800011349,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800011349.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
porta-sprocket-eco100-eco100-crown-1,"PORTA SPROCKET ""CROWN"" ECO 100+/ECO 100",,800012461,,Producto,"andina, casa800, Porta, productos no fabricados, repuestos",True,Title,Default Title,,,,,,,,2405.0,0.0,shopify,1.0,deny,manual,19420.0,,True,True,800012461,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012461.1.jpg,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active
porta-sprocket-eco100-eco100-crown-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/JuanSebastianMontoyaFranco/Imagenes/main/Originales2/800012461.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
