Handle,Title,Body (HTML),Vendor,ORDEN,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
valvula-admision-escape-cbf-150-original-hero-1,"91.0.700013126 VALVULA ADMISION ESCAPE CBF-150 ""ORIGINAL HERO""",,700013126,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3684.0,0.0,shopify,254.0,deny,manual,43000.0,,True,True,700013126,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-escape-boxer-ct100-tec-genuine-bajaj-1,"91.0.700013122 VALVULA ADMISION ESCAPE BOXER-CT100 TEC ""GENUINE BAJAJ""",,700013122,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3683.0,0.0,shopify,0.0,deny,manual,22500.0,,True,True,700013122,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-escape-xpulse-200-original-hero,"91.0.700013121 VALVULA ADMISION ESCAPE XPULSE-200 ""ORIGINAL HERO""",,700013121,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3682.0,0.0,shopify,0.0,deny,manual,68000.0,,True,True,700013121,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-escape-eco-deluxe-original-hero,"91.0.700013120 VALVULA ADMISION ESCAPE ECO DELUXE ""ORIGINAL HERO""",,700013120,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3681.0,0.0,shopify,0.0,deny,manual,27000.0,,True,True,700013120,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-escape-gixxer-250-original-suzuki,"nan.700013051 VALVULA ESCAPE GIXXER-250 ""ORIGINAL SUZUKI""",,700013051,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3680.0,0.0,shopify,0.0,deny,manual,19000.0,,True,True,700013051,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-gixxer-250-original-suzuki,"91.0.700013050 VALVULA ADMISION GIXXER-250 ""ORIGINAL SUZUKI""",,700013050,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3679.0,0.0,shopify,0.0,deny,manual,12000.0,,True,True,700013050,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-gixxer-150-original-suzuki,"91.0.700013048 VALVULA ADMISION GIXXER-150 ""ORIGINAL SUZUKI""",,700013048,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3678.0,0.0,shopify,50.0,deny,manual,13300.0,,True,True,700013048,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-escape-discover-125st-genuine-bajaj-1,"nan.700013047 VALVULA ESCAPE DISCOVER-125ST ""GENUINE BAJAJ""",,700013047,,,Producto,"Andina, Disco, Productos, Repuestos",False,Title,Default Title,,,,,,,,3677.0,0.0,shopify,1.0,deny,manual,11500.0,,True,True,700013047,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-discover-125st-genuine-bajaj-1,"91.0.700013046 VALVULA ADMISION DISCOVER-125ST ""GENUINE BAJAJ""",,700013046,,,Producto,"Andina, Disco, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3676.0,0.0,shopify,0.0,deny,manual,11500.0,,True,True,700013046,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-escape-pulsar-200ns-genuine-bajaj-1,"nan.700013045 VALVULA ESCAPE PULSAR-200NS ""GENUINE BAJAJ""",,700013045,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3675.0,0.0,shopify,0.0,deny,manual,24200.0,,True,True,700013045,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-pulsar-200ns-genuine-bajaj-1,"91.0.700013044 VALVULA ADMISION PULSAR-200NS ""GENUINE BAJAJ""",,700013044,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3674.0,0.0,shopify,0.0,deny,manual,13500.0,,True,True,700013044,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-discover-100m-genuine-bajaj-2,"91.0.700013042 VALVULA ADMISION DISCOVER-100M ""GENUINE BAJAJ""",,700013042,,,Producto,"Andina, Disco, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3673.0,0.0,shopify,96.0,deny,manual,9500.0,,True,True,700013042,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
valvula-admision-pulsar-150ns-genuine-bajaj-1,"91.0.700013040 VALVULA ADMISION PULSAR-150NS ""GENUINE BAJAJ""",,700013040,,,Producto,"Andina, Productos, Repuestos, Válvulas Plus",False,Title,Default Title,,,,,,,,3672.0,0.0,shopify,54.0,deny,manual,12500.0,,True,True,700013040,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
tensor-hidraulico-gixxer-250-original-suzuki,"89.0.700012973 TENSOR HIDRAULICO GIXXER-250 ""ORIGINAL SUZUKI""",,700012973,,,Producto,"Andina, Productos, Repuestos, Tensor, Tensor Hidráulico",False,Title,Default Title,,,,,,,,3671.0,0.0,shopify,0.0,deny,manual,32900.0,,True,True,700012973,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
tensor-hidraulico-gixxer-150-original-suzuki,"89.0.700012972 TENSOR HIDRAULICO GIXXER-150 ""ORIGINAL SUZUKI""",,700012972,,,Producto,"Andina, Productos, Repuestos, Tensor, Tensor Hidráulico",False,Title,Default Title,,,,,,,,3670.0,0.0,shopify,0.0,deny,manual,24500.0,,True,True,700012972,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
tensor-hidraulico-pulsar-200ns-genuine-bajaj-1,"89.0.700012971 TENSOR HIDRAULICO PULSAR-200NS ""GENUINE BAJAJ""",,700012971,,,Producto,"Andina, Productos, Repuestos, Tensor, Tensor Hidráulico",False,Title,Default Title,,,,,,,,3669.0,0.0,shopify,0.0,deny,manual,18000.0,,True,True,700012971,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
tensor-hidraulico-boxer-ct100-tec-genuine-bajaj-1,"89.0.700012970 TENSOR HIDRAULICO BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012970,,,Producto,"Andina, Productos, Repuestos, Tensor, Tensor Hidráulico",False,Title,Default Title,,,,,,,,3668.0,0.0,shopify,158.0,deny,manual,9500.0,,True,True,700012970,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
tapa-radiador-metalica-pulsar-200ns-genuine-bajaj-1,"nan.700012930 TAPA RADIADOR METALICA PULSAR-200NS ""GENUINE BAJAJ""",,700012930,,,Producto,"Andina, Productos, Repuestos, Tapa",False,Title,Default Title,,,,,,,,3667.0,0.0,shopify,0.0,deny,manual,17000.0,,True,True,700012930,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
switche-presion-aceite-pulsar-200ns-genuine-bajaj,"85.0.700012890 SWITCHE PRESION ACEITE PULSAR-200NS ""GENUINE BAJAJ""",,700012890,,,Producto,"Andina, Productos, Repuestos, Switche, Switches",False,Title,Default Title,,,,,,,,3666.0,0.0,shopify,0.0,deny,manual,21000.0,,True,True,700012890,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
sellos-de-valvula-cbf-150-original-hero,"81.0.700012793 SELLOS DE VALVULA CBF-150 ""ORIGINAL HERO""",,700012793,,,Producto,"Andina, Productos, Repuestos, Sello, Sellos Válvula",False,Title,Default Title,,,,,,,,3665.0,0.0,shopify,0.0,deny,manual,4100.0,,True,True,700012793,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
sellos-de-valvula-gixxer-250-original-suzuki,"81.0.700012792 SELLOS DE VALVULA GIXXER-250 ""ORIGINAL SUZUKI""",,700012792,,,Producto,"Andina, Productos, Repuestos, Sello, Sellos Válvula",False,Title,Default Title,,,,,,,,3664.0,0.0,shopify,0.0,deny,manual,5400.0,,True,True,700012792,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
sellos-de-valvula-eco-deluxe-original-hero,"81.0.700012790 SELLOS DE VALVULA ECO DELUXE ""ORIGINAL HERO""",,700012790,,,Producto,"Andina, Productos, Repuestos, Sello, Sellos Válvula",False,Title,Default Title,,,,,,,,3663.0,0.0,shopify,0.0,deny,manual,3900.0,,True,True,700012790,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
selector-de-cambios-eco-deluxe-original-hero,"80.0.700012770 SELECTOR DE CAMBIOS ECO DELUXE ""ORIGINAL HERO""",,700012770,,,Producto,"Andina, Productos, Repuestos, Selector, Selector de Cambios",False,Title,Default Title,,,,,,,,3662.0,0.0,shopify,17.0,deny,manual,75000.0,,True,True,700012770,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
reten-41-x-53-5-x-11-gixxer-250-original-suzuki,"76.0.700012726 RETEN 41 X 53.5 X 11 GIXXER-250 ""ORIGINAL SUZUKI""",,700012726,,,Producto,"Andina, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3661.0,0.0,shopify,0.0,deny,manual,18000.0,,True,True,700012726,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
reten-30-x-42-x-4-5-splendor-nxg-original-hero,"76.0.700012725 RETEN 30 X 42 X 4.5 SPLENDOR NXG ""ORIGINAL HERO""",,700012725,,,Producto,"Andina, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3660.0,0.0,shopify,109.0,deny,manual,4380.0,,True,True,700012725,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
reten-18-9-x-30-x-5-splendor-nxg-original-hero,"76.0.700012723 RETEN 18.9 X 30 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012723,,,Producto,"Andina, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3659.0,0.0,shopify,0.0,deny,manual,2100.0,,True,True,700012723,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
reten-18-9-x-28-x-5-splendor-nxg-original-hero,"76.0.700012722 RETEN 18.9 X 28 X 5 SPLENDOR NXG ""ORIGINAL HERO""",,700012722,,,Producto,"Andina, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3658.0,0.0,shopify,396.0,deny,manual,2800.0,,True,True,700012722,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
reten-11-6-x-24-x-10-eco-deluxe-original-hero,"76.0.700012720 RETEN 11.6 X 24 X 10 ECO DELUXE ""ORIGINAL HERO""",,700012720,,,Producto,"Andina, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3657.0,0.0,shopify,0.0,deny,manual,2900.0,,True,True,700012720,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
resorte-telescopico-eco-deluxe-original-hero-2,"nan.700012697 RESORTE TELESCOPICO ECO DELUXE ""ORIGINAL HERO""",,700012697,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3656.0,0.0,shopify,2.0,deny,manual,9600.0,,True,True,700012697,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
resorte-crank-pulsar-135-genuine-bajaj-2,"nan.700012667 RESORTE CRANK PULSAR-135 ""GENUINE BAJAJ""",,700012667,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3655.0,0.0,shopify,0.0,deny,manual,1900.0,,True,True,700012667,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
resorte-crank-boxer-ct100-tec-genuine-bajaj-1,"nan.700012666 RESORTE CRANK BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012666,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3654.0,0.0,shopify,0.0,deny,manual,2100.0,,True,True,700012666,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
resorte-crank-eco-deluxe-original-hero,"nan.700012665 RESORTE CRANK ECO DELUXE ""ORIGINAL HERO""",,700012665,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3653.0,0.0,shopify,142.0,deny,manual,5100.0,,True,True,700012665,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
relay-arranque-cbf-150-original-hero,"74.0.700012615 RELAY ARRANQUE CBF-150 ""ORIGINAL HERO""",,700012615,,,Producto,"Andina, Productos, Relay, Repuestos",False,Title,Default Title,,,,,,,,3652.0,0.0,shopify,8.0,deny,manual,24000.0,,True,True,700012615,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
radiador-pulsar-200ns-genuine-bajaj,"nan.700012570 RADIADOR PULSAR-200NS ""GENUINE BAJAJ""",,700012570,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3651.0,0.0,shopify,0.0,deny,manual,188000.0,,True,True,700012570,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
plato-presion-clutch-fz-25-original-yamaha,"27.0.700012528 PLATO PRESION CLUTCH FZ-25 ""ORIGINAL YAMAHA""",,700012528,,,Producto,"Andina, Clutch, Productos, Repuestos",False,Title,Default Title,,,,,,,,3650.0,0.0,shopify,0.0,deny,manual,29000.0,,True,True,700012528,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
plato-presion-clutch-gixxer-250-original-suzuki,"27.0.700012527 PLATO PRESION CLUTCH GIXXER-250 ""ORIGINAL SUZUKI""",,700012527,,,Producto,"Andina, Clutch, Productos, Repuestos",False,Title,Default Title,,,,,,,,3649.0,0.0,shopify,0.0,deny,manual,23000.0,,True,True,700012527,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
plato-presion-clutch-gixxer-150-original-suzuki,"27.0.700012526 PLATO PRESION CLUTCH GIXXER-150 ""ORIGINAL SUZUKI""",,700012526,,,Producto,"Andina, Clutch, Productos, Repuestos",False,Title,Default Title,,,,,,,,3648.0,0.0,shopify,0.0,deny,manual,28000.0,,True,True,700012526,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
plato-presion-clutch-ignitor-125-original-hero,"27.0.700012525 PLATO PRESION CLUTCH IGNITOR-125 ""ORIGINAL HERO""",,700012525,,,Producto,"Andina, Clutch, Productos, Repuestos",False,Title,Default Title,,,,,,,,3647.0,0.0,shopify,0.0,deny,manual,17000.0,,True,True,700012525,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
piston-std-gixxer-250-original-suzuki,"nan.700012500 PISTON STD GIXXER-250 ""ORIGINAL SUZUKI""",,700012500,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3646.0,0.0,shopify,0.0,deny,manual,51600.0,,True,True,700012500,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pinon-fuerza-fz-25-original-yamaha,"70.0.700012461 PIÑON FUERZA FZ-25 ""ORIGINAL YAMAHA""",,700012461,,,Producto,"Andina, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3645.0,0.0,shopify,6.0,deny,manual,52000.0,,True,True,700012461,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pinon-fuerza-fz-16-original-yamaha,"70.0.700012460 PIÑON FUERZA FZ-16 ""ORIGINAL YAMAHA""",,700012460,,,Producto,"Andina, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3644.0,0.0,shopify,20.0,deny,manual,62000.0,,True,True,700012460,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pinon-ciguenal-cadenilla-2-discos-pulsar-160ns-genuine-bajaj,"16.0.700012401 PIÑON CIGUEÑAL CADENILLA (2 DISCOS) PULSAR-160NS ""GENUINE BAJAJ""",,700012401,,,Producto,"Andina, Cadenilla, Cadenillas, Disco, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3643.0,0.0,shopify,54.0,deny,manual,13000.0,,True,True,700012401,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pinon-bomba-aceite-fz-25-original-yamaha,"11.0.700012386 PIÑON BOMBA ACEITE FZ-25 ""ORIGINAL YAMAHA""",,700012386,,,Producto,"Andina, Bombas, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3642.0,0.0,shopify,0.0,deny,manual,9800.0,,True,True,700012386,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pinon-balanceador-pulsar-180-fi-genuine-bajaj,"70.0.700012375 PIÑON BALANCEADOR PULSAR-180 Fi ""GENUINE BAJAJ""",,700012375,,,Producto,"Andina, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3641.0,0.0,shopify,0.0,deny,manual,40000.0,,True,True,700012375,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pin-piston-gixxer-250-original-suzuki,"nan.700012360 PIN PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012360,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3640.0,0.0,shopify,0.0,deny,manual,1500.0,,True,True,700012360,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
pasador-piston-gixxer-250-original-suzuki,"nan.700012330 PASADOR PISTON GIXXER-250 ""ORIGINAL SUZUKI""",,700012330,,,Producto,"Andina, Productos, Repuestos",False,Title,Default Title,,,,,,,,3639.0,0.0,shopify,0.0,deny,manual,8000.0,,True,True,700012330,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-culatin-rtr-200-apache-original-tvs,"66.0.700012311 O-RING CULATIN RTR-200 APACHE ""ORIGINAL TVS""",,700012311,,,Producto,"Andina, O, O-Ring, Productos, Repuestos, Ring",False,Title,Default Title,,,,,,,,3638.0,0.0,shopify,0.0,deny,manual,13000.0,,True,True,700012311,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-tapa-filtro-aceite-gixxer-150-original-suzuki,"41.0.700012307 O-RING TAPA FILTRO ACEITE GIXXER-150 ""ORIGINAL SUZUKI""",,700012307,,,Producto,"Andina, Filtro, Filtros, O, O-Ring, Productos, Repuestos, Ring, Tapa",False,Title,Default Title,,,,,,,,3637.0,0.0,shopify,0.0,deny,manual,4950.0,,True,True,700012307,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-culatin-cb-110-original-honda-1,"66.0.700012306 O-RING CULATIN CB-110 ""ORIGINAL HONDA""",,700012306,,,Producto,"Andina, O, O-Ring, Productos, Repuestos, Ring",False,Title,Default Title,,,,,,,,3636.0,0.0,shopify,0.0,deny,manual,13000.0,,True,True,700012306,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-culatin-cb-125f-original-honda-1,"66.0.700012305 O-RING CULATIN CB-125F ""ORIGINAL HONDA""",,700012305,,,Producto,"Andina, O, O-Ring, Productos, Repuestos, Ring",False,Title,Default Title,,,,,,,,3635.0,0.0,shopify,111.0,deny,manual,5900.0,,True,True,700012305,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-culatin-cbf-150-original-honda-1,"66.0.700012304 O-RING CULATIN CBF-150 ""ORIGINAL HONDA""",,700012304,,,Producto,"Andina, O, O-Ring, Productos, Repuestos, Ring",False,Title,Default Title,,,,,,,,3634.0,0.0,shopify,0.0,deny,manual,6500.0,,True,True,700012304,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
o-ring-cuba-carburador-gixxer-150-original-suzuki,"22.0.700012302 O-RING CUBA CARBURADOR GIXXER-150 ""ORIGINAL SUZUKI""",,700012302,,,Producto,"Andina, Carburadores, O, O-Ring, Productos, Repuestos, Ring",False,Title,Default Title,,,,,,,,3633.0,0.0,shopify,0.0,deny,manual,2900.0,,True,True,700012302,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
medidor-de-combustible-part-inf-pulsar-200ns-genuine-bajaj,"63.0.700012201 MEDIDOR DE COMBUSTIBLE PART. INF PULSAR-200NS ""GENUINE BAJAJ""",,700012201,,,Producto,"Andina, Medidor de Combustible, Productos, Repuestos",False,Title,Default Title,,,,,,,,3632.0,0.0,shopify,0.0,deny,manual,32000.0,,True,True,700012201,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-retenes-x-7-pcs-starter-eco-deluxe-original-hero,"57.0.700012102 KIT RETENES X 7 PCS STARTER ECO DELUXE ""ORIGINAL HERO""",,700012102,,,Producto,"Andina, Kit, Kit Retenes, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3631.0,0.0,shopify,0.0,deny,manual,13500.0,,True,True,700012102,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-retenes-x-4-pcs-cbf-150-original-hero-1,"57.0.700012101 KIT RETENES X 4 PCS CBF-150 ""ORIGINAL HERO""",,700012101,,,Producto,"Andina, Kit, Kit Retenes, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3630.0,0.0,shopify,0.0,deny,manual,5100.0,,True,True,700012101,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-retenes-bomba-turbina-pulsar-200ns-genuine-bajaj-1,"11.0.700012100 KIT RETENES BOMBA + TURBINA PULSAR-200NS ""GENUINE BAJAJ""",,700012100,,,Producto,"Andina, Bombas, Kit, Kit Retenes, Productos, Repuestos, Retenes",False,Title,Default Title,,,,,,,,3629.0,0.0,shopify,0.0,deny,manual,17500.0,,True,True,700012100,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-pinon-velocimetro-x-5-pcs-eco-deluxe-original-hero,"70.0.700012051 KIT PIÑON VELOCIMETRO X 5 PCS ECO DELUXE ""ORIGINAL HERO""",,700012051,,,Producto,"Andina, Kit, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3628.0,0.0,shopify,0.0,deny,manual,5900.0,,True,True,700012051,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-pinon-velocimetro-x-2-pcs-boxer-ct100-tec-genuine-bajaj,"70.0.700012050 KIT PIÑON VELOCIMETRO X 2 PCS BOXER-CT100 TEC ""GENUINE BAJAJ""",,700012050,,,Producto,"Andina, Kit, Piñones, Productos, Repuestos",False,Title,Default Title,,,,,,,,3627.0,0.0,shopify,0.0,deny,manual,4300.0,,True,True,700012050,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-guia-tensor-cadenilla-pulsar-150ns-genuine-bajaj-1,"16.0.700012001 KIT GUIA TENSOR CADENILLA PULSAR-150NS ""GENUINE BAJAJ""",,700012001,,,Producto,"Andina, Cadenilla, Cadenillas, Guías, Kit, Kit Guías Tensor, Productos, Repuestos, Tensor",False,Title,Default Title,,,,,,,,3626.0,0.0,shopify,0.0,deny,manual,14200.0,,True,True,700012001,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-guia-tensor-cadenilla-pulsar-135-genuine-bajaj-1,"16.0.700012000 KIT GUIA TENSOR CADENILLA PULSAR-135 ""GENUINE BAJAJ""",,700012000,,,Producto,"Andina, Cadenilla, Cadenillas, Guías, Kit, Kit Guías Tensor, Productos, Repuestos, Tensor",False,Title,Default Title,,,,,,,,3625.0,0.0,shopify,568.0,deny,manual,6500.0,,True,True,700012000,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-distribucion-xpulse-200-original-hero,"51.0.700011940 KIT DISTRIBUCION XPULSE-200 ""ORIGINAL HERO""",,700011940,,,Producto,"Andina, Kit, Kit Distribución, Productos, Repuestos",False,Title,Default Title,,,,,,,,3624.0,0.0,shopify,0.0,deny,manual,62000.0,,True,True,700011940,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-discos-de-clutch-x-5-pcs-glamour-125-original-hero,"27.0.700011910 KIT DISCOS DE CLUTCH X 5 PCS GLAMOUR-125 ""ORIGINAL HERO""",,700011910,,,Producto,"Andina, Clutch, Disco, Kit, Kit Discos, Productos, Repuestos",False,Title,Default Title,,,,,,,,3623.0,0.0,shopify,0.0,deny,manual,49500.0,,True,True,700011910,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-cilindro-xpulse-200-original-hero,"48.0.700011841 KIT CILINDRO XPULSE-200 ""ORIGINAL HERO""",,700011841,,,Producto,"Andina, Cilindro, Kit, Kit Cilindros, Productos, Repuestos",False,Title,Default Title,,,,,,,,3622.0,0.0,shopify,8.0,deny,manual,318000.0,,True,True,700011841,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-biela-eco-deluxe-original-hero-1,"47.0.700011821 KIT BIELA ECO DELUXE ""ORIGINAL HERO""",,700011821,,,Producto,"Andina, Biela, Kit, Kit Bielas, Productos, Repuestos",False,Title,Default Title,,,,,,,,3621.0,0.0,shopify,0.0,deny,manual,54000.0,,True,True,700011821,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
kit-biela-xpulse-200-original-hero,"47.0.700011820 KIT BIELA XPULSE-200 ""ORIGINAL HERO""",,700011820,,,Producto,"Andina, Biela, Kit, Kit Bielas, Productos, Repuestos",False,Title,Default Title,,,,,,,,3620.0,0.0,shopify,0.0,deny,manual,96000.0,,True,True,700011820,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
anillos-gixxer-250-original-suzuki,"2.0.700011800 ANILLOS GIXXER-250 ""ORIGINAL SUZUKI""",,700011800,,,Producto,"Andina, Anillo, Anillos, Productos, Repuestos",False,Title,Default Title,,,,,,,,3619.0,0.0,shopify,0.0,deny,manual,28000.0,,True,True,700011800,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
guia-cadenilla-fz-25-original-yamaha,"16.0.700011727 GUIA CADENILLA FZ-25 ""ORIGINAL YAMAHA""",,700011727,,,Producto,"Andina, Cadenilla, Cadenillas, Guías, Productos, Repuestos",False,Title,Default Title,,,,,,,,3618.0,0.0,shopify,31.0,deny,manual,14000.0,,True,True,700011727,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft
