Handle,Codigo,Title,Grupo,Body (HTML),Vendor,Product Category,Type,Tags,Tags Formula,Tags v2,Formula,Tags v3,Formula.1,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Title_Final,Observacion
aislador-carburador-cd-100-crown-1,200010040.0,"AISLADOR CARBURADOR CD-100 ""CROWN""",1,,200010040.0,,Producto,"AISLADOR CARBURADOR, ECO DELUXE, SPLENDOR-NXG, ECO 100, AKT-110, JIALING MIX, C-90","AISLADOR CARBURADOR, ECO DELUXE, SPLENDOR-NXG, ECO 100, AKT-110, JIALING MIX, C-90",AISLADOR CARBURADOR,AISLADOR CARBURADOR,"ECO DELUXE, SPLENDOR-NXG, ECO 100, AKT-110, JIALING MIX, C-90",ECO DELUXE / SPLENDOR-NXG / ECO 100 / AKT-110 / JIALING MIX / C-90,True,Title,Default Title,,,,,,,,200010040.0,0.0,shopify,663.0,deny,manual,1200.0,,True,True,200010040.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200010040.jpg?v=1753256415,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"001.001.AISLADOR CARBURADOR CD-100 ""CROWN""",
anillos-0-25-c-90-crown,800600171.0,"ANILLOS 0.25 ""CROWN"" C-90",2,,800600171.0,,Producto,"ANILLOS, C-90","ANILLOS, C-90",ANILLOS,ANILLOS,C-90,C-90,True,Title,Default Title,,,,,,,,800600171.0,0.0,shopify,28.0,deny,manual,9680.0,,True,True,800600171.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600171.jpg?v=1753256724,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.040.ANILLOS 0.25 ""CROWN"" C-90",
anillos-0-25-cb1-cb-125f-crown,800600146.0,"ANILLOS 0.25 ""CROWN"" CB-1/ CB-125F",2,,800600146.0,,Producto,"ANILLOS, CB-1,  CB-125F","ANILLOS, CB-1,  CB-125F",ANILLOS,ANILLOS,"CB-1,  CB-125F",CB-1/ CB-125F,True,Title,Default Title,,,,,,,,800600146.0,0.0,shopify,165.0,deny,manual,10100.0,,True,True,800600146.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600146.jpg?v=1753256710,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.029.ANILLOS 0.25 ""CROWN"" CB-1/ CB-125F",
anillos-0-25-discover-100m-crown,800600181.0,"ANILLOS 0.25 ""CROWN"" DISCOVER-100M/DISCOVER-110",2,,800600181.0,,Producto,"ANILLOS, DISCOVER-100M, DISCOVER-110","ANILLOS, DISCOVER-100M, DISCOVER-110",ANILLOS,ANILLOS,"DISCOVER-100M, DISCOVER-110",DISCOVER-100M/DISCOVER-110,True,Title,Default Title,,,,,,,,800600181.0,0.0,shopify,190.0,deny,manual,9750.0,,True,True,800600181.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600181.jpg?v=1753256971,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.045.ANILLOS 0.25 ""CROWN"" DISCOVER-100M/DISCOVER-110",
anillos-0-25-gixxer-150-crown,800600466.0,"ANILLOS 0.25 ""CROWN"" GIXXER-150",2,,800600466.0,,Producto,"ANILLOS, GIXXER-150","ANILLOS, GIXXER-150",ANILLOS,ANILLOS,GIXXER-150,GIXXER-150,True,Title,Default Title,,,,,,,,800600466.0,0.0,shopify,90.0,deny,manual,10900.0,,True,True,800600466.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600466.jpg?v=1753256704,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.086.ANILLOS 0.25 ""CROWN"" GIXXER-150",
anillos-0-50-bws-125-crown,800600388.0,"ANILLOS 0.50  BWS-125 ""CROWN""",2,,800600388.0,,Producto,"ANILLOS, BWS-125","ANILLOS, BWS-125",ANILLOS,ANILLOS,BWS-125,BWS-125,True,Title,Default Title,,,,,,,,800600388.0,0.0,shopify,55.0,deny,manual,9140.0,,True,True,800600388.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600388.jpg?v=1753257494,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.073.ANILLOS 0.50  BWS-125 ""CROWN""",
anillos-0-50-fd-125-best-125,800600462.0,"ANILLOS 0.50 ""CROWN"" BEST-125/VIVAX-115/VIVA-115",2,,800600462.0,,Producto,"ANILLOS, BEST-125, VIVAX-115, VIVA-115","ANILLOS, BEST-125, VIVAX-115, VIVA-115",ANILLOS,ANILLOS,"BEST-125, VIVAX-115, VIVA-115",BEST-125/VIVAX-115/VIVA-115,True,Title,Default Title,,,,,,,,800600462.0,0.0,shopify,50.0,deny,manual,10850.0,,True,True,800600462.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600462.jpg?v=1753256975,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.084.ANILLOS 0.50 ""CROWN"" BEST-125/VIVAX-115/VIVA-115",
anillos-0-50-c-90-crown,800600172.0,"ANILLOS 0.50 ""CROWN"" C-90",2,,800600172.0,,Producto,"ANILLOS, C-90","ANILLOS, C-90",ANILLOS,ANILLOS,C-90,C-90,True,Title,Default Title,,,,,,,,800600172.0,0.0,shopify,60.0,deny,manual,9680.0,,True,True,800600172.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600172.jpg?v=1753256722,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.041.ANILLOS 0.50 ""CROWN"" C-90",
anillos-0-50-cb-1-cbf-125f-crown,800600147.0,"ANILLOS 0.50 ""CROWN"" CB-1/ CB-125F",2,,800600147.0,,Producto,"ANILLOS, CB-1,  CB-125F","ANILLOS, CB-1,  CB-125F",ANILLOS,ANILLOS,"CB-1,  CB-125F",CB-1/ CB-125F,True,Title,Default Title,,,,,,,,800600147.0,0.0,shopify,67.0,deny,manual,10100.0,,True,True,800600147.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600147.jpg?v=1753256708,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.030.ANILLOS 0.50 ""CROWN"" CB-1/ CB-125F",
anillos-0-50-wave-110-crown,800600162.0,"ANILLOS 0.50 ""CROWN"" WAVE-110/S",2,,800600162.0,,Producto,"ANILLOS, WAVE-110, S","ANILLOS, WAVE-110, S",ANILLOS,ANILLOS,"WAVE-110, S",WAVE-110 / S,True,Title,Default Title,,,,,,,,800600162.0,0.0,shopify,76.0,deny,manual,10100.0,,True,True,800600162.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600162.jpg?v=1753256959,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.036.ANILLOS 0.50 ""CROWN"" WAVE-110/S",
anillos-0-50-discover-100-crown,800600192.0,"ANILLOS 0.50 DISCOVER-100 ""CROWN""",2,,800600192.0,,Producto,"ANILLOS, DISCOVER -100, BOXER BM100 STARTER","ANILLOS, DISCOVER -100, BOXER BM100 STARTER",ANILLOS,ANILLOS,"DISCOVER -100, BOXER BM100 STARTER",DISCOVER -100/BOXER BM100 STARTER,True,Title,Default Title,,,,,,,,800600192.0,0.0,shopify,10.0,deny,manual,9770.0,,True,True,800600192.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600192.jpg?v=1753257796,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.049.ANILLOS 0.50 DISCOVER-100 ""CROWN""",
anillos-0-75-c-90-crown,800600173.0,"ANILLOS 0.75 ""CROWN"" C-90",2,,800600173.0,,Producto,"ANILLOS, C-90","ANILLOS, C-90",ANILLOS,ANILLOS,C-90,C-90,True,Title,Default Title,,,,,,,,800600173.0,0.0,shopify,95.0,deny,manual,9680.0,,True,True,800600173.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600173.jpg?v=1753256720,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.042.ANILLOS 0.75 ""CROWN"" C-90",
anillos-0-75-eco-deluxe-crown,800600123.0,"ANILLOS 0.75 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",2,,800600123.0,,Producto,"ANILLOS, ECODELUXE, WAVE100, ECO100, ECO100+,  CD100 SLEEK","ANILLOS, ECODELUXE, WAVE100, ECO100, ECO100+,  CD100 SLEEK",ANILLOS,ANILLOS,"ECODELUXE, WAVE100, ECO100, ECO100+,  CD100 SLEEK",ECODELUXE/WAVE100/ECO100/ECO100+/ CD100 SLEEK,True,Title,Default Title,,,,,,,,800600123.0,0.0,shopify,83.0,deny,manual,8650.0,,True,True,800600123.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600123.jpg?v=1753256679,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.020.ANILLOS 0.75 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",
anillos-0-75-wave-110-crown,800600163.0,"ANILLOS 0.75 WAVE-110 ""CROWN""",2,,800600163.0,,Producto,ANILLOS,", ",,,,,True,Title,Default Title,,,,,,,,800600163.0,0.0,shopify,0.0,deny,manual,9414.0,,True,True,800600163.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600163.jpg?v=1753256957,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.037.ANILLOS 0.75 WAVE-110 ""CROWN""",
anillos-1-00-wave-110-crown,800600164.0,"ANILLOS 1,00 WAVE-110 ""CROWN""",2,,800600164.0,,Producto,ANILLOS,", ",,,,,True,Title,Default Title,,,,,,,,800600164.0,0.0,shopify,0.0,deny,manual,9414.0,,True,True,800600164.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600164.jpg?v=1753256955,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.038.ANILLOS 1,00 WAVE-110 ""CROWN""",
anillos-1-00-c-90-crown,800600174.0,"ANILLOS 1.00 ""CROWN"" C-90",2,,800600174.0,,Producto,"ANILLOS, C-90","ANILLOS, C-90",ANILLOS,ANILLOS,C-90,C-90,True,Title,Default Title,,,,,,,,800600174.0,0.0,shopify,132.0,deny,manual,9680.0,,True,True,800600174.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600174.jpg?v=1753256719,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.043.ANILLOS 1.00 ""CROWN"" C-90",
anillos-1-00-cbf-125-crown,800600144.0,"ANILLOS 1.00 ""CROWN"" CBF-125",2,,800600144.0,,Producto,"ANILLOS, CBF-125","ANILLOS, CBF-125",ANILLOS,ANILLOS,CBF-125,CBF-125,True,Title,Default Title,,,,,,,,800600144.0,0.0,shopify,16.0,deny,manual,11500.0,,True,True,800600144.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600144.jpg?v=1753256715,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.027.ANILLOS 1.00 ""CROWN"" CBF-125",
anillos-1-00-eco-deluxe-crown,800600124.0,"ANILLOS 1.00 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",2,,800600124.0,,Producto,ANILLOS,", ",,,,,True,Title,Default Title,,,,,,,,800600124.0,0.0,shopify,0.0,deny,manual,10100.0,,True,True,800600124.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600124.jpg?v=1753256678,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.021.ANILLOS 1.00 ""CROWN"" ECODELUXE/WAVE100/SPLENDOR",
anillos-std-ax-4-crown,800600440.0,"ANILLOS STD  AX-4 ""CROWN""",2,,800600440.0,,Producto,"ANILLOS, AX-4, VIVA-R","ANILLOS, AX-4, VIVA-R",ANILLOS,ANILLOS,"AX-4, VIVA-R",AX-4/VIVA-R,True,Title,Default Title,,,,,,,,800600440.0,0.0,shopify,128.0,deny,manual,8950.0,,True,True,800600440.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600440.jpg?v=1753257490,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.077.ANILLOS STD  AX-4 ""CROWN""",
anillos-std-fd-125-best-125,800600460.0,"ANILLOS STD ""CROWN"" BEST-125/VIVAX-115/VIVA-115",2,,800600460.0,,Producto,"ANILLOS, BEST-125, VIVAX-115, VIVA-115","ANILLOS, BEST-125, VIVAX-115, VIVA-115",ANILLOS,ANILLOS,"BEST-125, VIVAX-115, VIVA-115",BEST-125/VIVAX-115/VIVA-115,True,Title,Default Title,,,,,,,,800600460.0,0.0,shopify,150.0,deny,manual,10850.0,,True,True,800600460.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600460.jpg?v=1753256977,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.083.ANILLOS STD ""CROWN"" BEST-125/VIVAX-115/VIVA-115",
anillos-std-c-90-crown,800600170.0,"ANILLOS STD ""CROWN"" C-90",2,,800600170.0,,Producto,"ANILLOS, C-90","ANILLOS, C-90",ANILLOS,ANILLOS,C-90,C-90,True,Title,Default Title,,,,,,,,800600170.0,0.0,shopify,98.0,deny,manual,9680.0,,True,True,800600170.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600170.jpg?v=1753256726,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.039.ANILLOS STD ""CROWN"" C-90",
anillos-std-cb-1-cbf-125f-crown,800600145.0,"ANILLOS STD ""CROWN"" CB-1/ CB-125",2,,800600145.0,,Producto,"ANILLOS, CB-1,  CB-125","ANILLOS, CB-1,  CB-125",ANILLOS,ANILLOS,"CB-1,  CB-125",CB-1/ CB-125,True,Title,Default Title,,,,,,,,800600145.0,0.0,shopify,140.0,deny,manual,10100.0,,True,True,800600145.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600145.jpg?v=1753256713,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.028.ANILLOS STD ""CROWN"" CB-1/ CB-125",
anillos-std-gixxer-150-crown,800600465.0,"ANILLOS STD ""CROWN"" GIXXER-150",2,,800600465.0,,Producto,"ANILLOS, GIXXER-150","ANILLOS, GIXXER-150",ANILLOS,ANILLOS,GIXXER-150,GIXXER-150,True,Title,Default Title,,,,,,,,800600465.0,0.0,shopify,74.0,deny,manual,10900.0,,True,True,800600465.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600465.jpg?v=1753256706,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.085.ANILLOS STD ""CROWN"" GIXXER-150",
anillos-0-50-discover-125-crown,800600202.0,"ANILLOS X 5 PCS 0,50 ""CROWN"" DISCOVER 125 +",2,,800600202.0,,Producto,"ANILLOS, DISCOVER 125 +","ANILLOS, DISCOVER 125 +",ANILLOS,ANILLOS,DISCOVER 125 +,DISCOVER 125 +,True,Title,Default Title,,,,,,,,800600202.0,0.0,shopify,104.0,deny,manual,11120.0,,True,True,800600202.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600202.jpg?v=1753257791,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.052.ANILLOS X 5 PCS 0,50 ""CROWN"" DISCOVER 125 +",
anillos-0-25-akt-110-crown,800600002.0,"ANILLOS X5 PCS 0,25 ""CROWN"" AKT-110/SCOOTER-125",2,,800600002.0,,Producto,"ANILLOS, AKT-110, SCOOTER-125","ANILLOS, AKT-110, SCOOTER-125",ANILLOS,ANILLOS,"AKT-110, SCOOTER-125",AKT-110 / SCOOTER-125,True,Title,Default Title,,,,,,,,800600002.0,0.0,shopify,356.0,deny,manual,8950.0,,True,True,800600002.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600002.jpg?v=1753257842,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.002.ANILLOS X5 PCS 0,25 ""CROWN"" AKT-110/SCOOTER-125",
anillos-0-25-akt-125s-crown,800600011.0,"ANILLOS X5 PCS 0,25 ""CROWN"" AKT-125S/SL",2,,800600011.0,,Producto,"ANILLOS, AKT-125S","ANILLOS, AKT-125S",ANILLOS,ANILLOS,AKT-125S,AKT-125S,True,Title,Default Title,,,,,,,,800600011.0,0.0,shopify,129.0,deny,manual,9950.0,,True,True,800600011.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600011.jpg?v=1753257837,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.005.ANILLOS X5 PCS 0,25 ""CROWN"" AKT-125S/SL",
anillos-0-25-ax-4-crown,800600441.0,"ANILLOS X5 PCS 0,25 ""CROWN"" AX-4/VIVA-R",2,,800600441.0,,Producto,"ANILLOS, AX-4, VIVA-R","ANILLOS, AX-4, VIVA-R",ANILLOS,ANILLOS,"AX-4, VIVA-R",AX-4/VIVA-R,True,Title,Default Title,,,,,,,,800600441.0,0.0,shopify,51.0,deny,manual,8950.0,,True,True,800600441.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600441.jpg?v=1753257488,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.078.ANILLOS X5 PCS 0,25 ""CROWN"" AX-4/VIVA-R",
anillos-0-25-bws-100-crown,800600381.0,"ANILLOS X5 PCS 0,25 ""CROWN"" BWS-100/RX-100 MV/KW-100",2,,800600381.0,,Producto,"ANILLOS, BWS-100, RX-100 MV, KW-100","ANILLOS, BWS-100, RX-100 MV, KW-100",ANILLOS,ANILLOS,"BWS-100, RX-100 MV, KW-100",BWS-100 / RX-100 MV / KW-100,True,Title,Default Title,,,,,,,,800600381.0,0.0,shopify,52.0,deny,manual,9476.0,,True,True,800600381.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600381.jpg?v=1753257497,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.071.ANILLOS X5 PCS 0,25 ""CROWN"" BWS-100/RX-100 MV/KW-100",
anillos-0-25-bws-125-crown,800600387.0,"ANILLOS X5 PCS 0,25 ""CROWN"" BWS-125",2,,800600387.0,,Producto,"ANILLOS, BWS-125","ANILLOS, BWS-125",ANILLOS,ANILLOS,BWS-125,BWS-125,True,Title,Default Title,,,,,,,,800600387.0,0.0,shopify,124.0,deny,manual,9380.0,,True,True,800600387.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600387.jpg?v=1753257495,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.072.ANILLOS X5 PCS 0,25 ""CROWN"" BWS-125",
anillos-0-25-cb-110-crown,800600131.0,"ANILLOS X5 PCS 0,25 ""CROWN"" CB-110/DREAM NEO 110",2,,800600131.0,,Producto,"ANILLOS, CB-110, DREAM NEO 110","ANILLOS, CB-110, DREAM NEO 110",ANILLOS,ANILLOS,"CB-110, DREAM NEO 110",CB-110 / DREAM NEO 110,True,Title,Default Title,,,,,,,,800600131.0,0.0,shopify,6.0,deny,manual,8700.0,,True,True,800600131.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600131.jpg?v=1753257811,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.023.ANILLOS X5 PCS 0,25 ""CROWN"" CB-110/DREAM NEO 110",
anillos-0-25-cbf-125-crown,800600141.0,"ANILLOS X5 PCS 0,25 ""CROWN"" CBF-125/MRX-125/CB125 POWER SPORT/XR-125 BRIO",2,,800600141.0,,Producto,"ANILLOS, CBF-125, MRX-125, CB125 POWER SPORT, XR-125 BRIO","ANILLOS, CBF-125, MRX-125, CB125 POWER SPORT, XR-125 BRIO",ANILLOS,ANILLOS,"CBF-125, MRX-125, CB125 POWER SPORT, XR-125 BRIO",CBF-125/MRX-125/CB125 POWER SPORT/XR-125 BRIO,True,Title,Default Title,,,,,,,,800600141.0,0.0,shopify,53.0,deny,manual,10100.0,,True,True,800600141.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600141.jpg?v=1753257807,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.025.ANILLOS X5 PCS 0,25 ""CROWN"" CBF-125/MRX-125/CB125 POWER SPORT/XR-125 BRIO",
anillos-0-25-cbf-150-crown,800600151.0,"ANILLOS X5 PCS 0,25 ""CROWN"" CBF-150/THRILLER/INVICTA-150/XR-150L/MRX-150",2,,800600151.0,,Producto,"ANILLOS, CBF-150, THRILLER, INVICTA-150,  XR-150L,  MRX-150","ANILLOS, CBF-150, THRILLER, INVICTA-150,  XR-150L,  MRX-150",ANILLOS,ANILLOS,"CBF-150, THRILLER, INVICTA-150,  XR-150L,  MRX-150",CBF-150 / THRILLER / INVICTA-150/ XR-150L/ MRX-150,True,Title,Default Title,,,,,,,,800600151.0,0.0,shopify,11.0,deny,manual,10300.0,,True,True,800600151.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600151.jpg?v=1753257802,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.032.ANILLOS X5 PCS 0,25 ""CROWN"" CBF-150/THRILLER/INVICTA-150/XR-150L/MRX-150",
anillos-0-25-discover-100-crown,800600191.0,"ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER -100/BOXER BM100 STARTER",2,,800600191.0,,Producto,"ANILLOS, DISCOVER -100, BOXER BM100 STARTER","ANILLOS, DISCOVER -100, BOXER BM100 STARTER",ANILLOS,ANILLOS,"DISCOVER -100, BOXER BM100 STARTER",DISCOVER -100/BOXER BM100 STARTER,True,Title,Default Title,,,,,,,,800600191.0,0.0,shopify,85.0,deny,manual,9770.0,,True,True,800600191.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600191.jpg?v=1753257798,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.048.ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER -100/BOXER BM100 STARTER",
anillos-0-25-discover-125-crown,800600201.0,"ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER 125 +",2,,800600201.0,,Producto,"ANILLOS, DISCOVER 125 +","ANILLOS, DISCOVER 125 +",ANILLOS,ANILLOS,DISCOVER 125 +,DISCOVER 125 +,True,Title,Default Title,,,,,,,,800600201.0,0.0,shopify,0.0,deny,manual,11120.0,,True,True,800600201.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600201.jpg?v=1753257793,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.051.ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER 125 +",
anillos-0-25-discover-125-st-crown,800600211.0,"ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER-125 ST",2,,800600211.0,,Producto,"ANILLOS, DISCOVER-125  ST","ANILLOS, DISCOVER-125  ST",ANILLOS,ANILLOS,DISCOVER-125  ST,DISCOVER-125  ST,True,Title,Default Title,,,,,,,,800600211.0,0.0,shopify,88.0,deny,manual,11140.0,,True,True,800600211.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600211.jpg?v=1753257788,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.054.ANILLOS X5 PCS 0,25 ""CROWN"" DISCOVER-125 ST",
anillos-0-25-fz-16-crown,800600371.0,"ANILLOS X5 PCS 0,25 ""CROWN"" FZ-16/FAZER-160/SZR-160",2,,800600371.0,,Producto,"ANILLOS, FZ-16, FAZER-160, SZR-160","ANILLOS, FZ-16, FAZER-160, SZR-160",ANILLOS,ANILLOS,"FZ-16, FAZER-160, SZR-160",FZ-16/FAZER-160/SZR-160,True,Title,Default Title,,,,,,,,800600371.0,0.0,shopify,289.0,deny,manual,11100.0,,True,True,800600371.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600371.jpg?v=1753257770,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.068.ANILLOS X5 PCS 0,25 ""CROWN"" FZ-16/FAZER-160/SZR-160",
anillos-0-25-gn-125h-crown,800600451.0,"ANILLOS X5 PCS 0,25 ""CROWN"" GN-125H/GS-125",2,,800600451.0,,Producto,"ANILLOS, GN-125H, GS-125","ANILLOS, GN-125H, GS-125",ANILLOS,ANILLOS,"GN-125H, GS-125",GN-125H/GS-125,True,Title,Default Title,,,,,,,,800600451.0,0.0,shopify,88.0,deny,manual,10800.0,,True,True,800600451.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600451.jpg?v=1753257484,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.081.ANILLOS X5 PCS 0,25 ""CROWN"" GN-125H/GS-125",
anillos-0-25-pulsar-135-ls-crown,800600241.0,"ANILLOS X5 PCS 0,25 ""CROWN"" PULSAR 135 LS",2,,800600241.0,,Producto,"ANILLOS, PULSAR 135 LS","ANILLOS, PULSAR 135 LS",ANILLOS,ANILLOS,PULSAR 135 LS,PULSAR 135 LS,True,Title,Default Title,,,,,,,,800600241.0,0.0,shopify,104.0,deny,manual,11100.0,,True,True,800600241.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600241.jpg?v=1753257783,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.057.ANILLOS X5 PCS 0,25 ""CROWN"" PULSAR 135 LS",
anillos-0-25-pulsar-180-crown,800600251.0,"ANILLOS X5 PCS 0,25 ""CROWN"" PULSAR-180",2,,800600251.0,,Producto,"ANILLOS, PULSAR-180","ANILLOS, PULSAR-180",ANILLOS,ANILLOS,PULSAR-180,PULSAR-180,True,Title,Default Title,,,,,,,,800600251.0,0.0,shopify,56.0,deny,manual,10150.0,,True,True,800600251.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600251.jpg?v=1753256966,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.060.ANILLOS X5 PCS 0,25 ""CROWN"" PULSAR-180",
anillos-0-25-t-110-crypton-crown,800600341.0,"ANILLOS X5 PCS 0,25 ""CROWN"" T-110 CRYPTON",2,,800600341.0,,Producto,"ANILLOS, T-110 CRYPTON","ANILLOS, T-110 CRYPTON",ANILLOS,ANILLOS,T-110 CRYPTON,T-110 CRYPTON,True,Title,Default Title,,,,,,,,800600341.0,0.0,shopify,27.0,deny,manual,8000.0,,True,True,800600341.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800600341.jpg?v=1753257778,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"002.063.ANILLOS X5 PCS 0,25 ""CROWN"" T-110 CRYPTON",
