Handle,Codigo,Title,Grupo,Body (HTML),Vendor,Product Category,Type,Tags,Tags Formula,Tags v2,Formula,Tags v3,Formula.1,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Title_Final,Observacion
campana-clutch-con-canastilla-t-110-crypton-crown,800010884.0,"CAMPANA CLUTCH CON CANASTILLA ""CROWN"" T-110 CRYPTON",25,,800010884.0,,Producto,"CAMPANA CLUTCH, T-110 CRYPTON","CAMPANA CLUTCH, T-110 CRYPTON",CAMPANA CLUTCH,CAMPANA CLUTCH,T-110 CRYPTON,T-110 CRYPTON,True,Title,Default Title,,,,,,,,800010884.0,0.0,shopify,5.0,deny,manual,57500.0,,True,True,800010884.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010884.1.jpg?v=1753257179,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"025.003.CAMPANA CLUTCH CON CANASTILLA ""CROWN"" T-110 CRYPTON",
canastilla-caja-derecha-pulsar-135-crown,600010830.0,"CANASTILLA CAJA DERECHA PULSAR-135 ""CROWN""",26,,600010830.0,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), PULSAR-135, DISCOVER-125ST ","CANASTILLA (CAJA - CLUTCH - PISTON), PULSAR-135, DISCOVER-125ST ",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)","PULSAR-135, DISCOVER-125ST ",PULSAR-135 / DISCOVER-125ST ,True,Title,Default Title,,,,,,,,600010830.0,0.0,shopify,30.0,deny,manual,2200.0,,True,True,600010830.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/600010830.jpg?v=1753257044,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"026.001.CANASTILLA CAJA DERECHA PULSAR-135 ""CROWN""",
canastilla-de-clutch-c-arandelas-ax-100-crown,800010890.0,"CANASTILLA DE CLUTCH CON ARANDELAS X 3 PCS (BOLSA X 5) ""CROWN"" AX-100",26,,800010890.0,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), AX-100 ","CANASTILLA (CAJA - CLUTCH - PISTON), AX-100 ",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)",AX-100 ,AX-100 ,True,Title,Default Title,,,,,,,,800010890.0,0.0,shopify,625.0,deny,manual,5300.0,,True,True,800010890.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010890.png?v=1753258286,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"026.002.CANASTILLA DE CLUTCH CON ARANDELAS X 3 PCS (BOLSA X 5) ""CROWN"" AX-100",
canastilla-de-piston-ax-100-crown-1,800010891.0,"CANASTILLAS DE PISTON (BOLSA X 5) ""CROWN"" AX-100",26,,800010891.0,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), AX-100","CANASTILLA (CAJA - CLUTCH - PISTON), AX-100",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)",AX-100,AX-100,True,Title,Default Title,,,,,,,,800010891.0,0.0,shopify,700.0,deny,manual,3400.0,,True,True,800010891.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010891.png?v=1753258284,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"026.003.CANASTILLAS DE PISTON (BOLSA X 5) ""CROWN"" AX-100",
capuchon-bujia-eco-deluxe-starter-crown,200010900.0,"CAPUCHON BUJIA  ECO DELUXE STARTER ""CROWN""",27,,200010900.0,,Producto,"CAPUCHONES BUJIA, ECO DELUXE, NXG, CB-190R","CAPUCHONES BUJIA, ECO DELUXE, NXG, CB-190R",CAPUCHONES BUJIA,CAPUCHONES BUJIA,"ECO DELUXE, NXG, CB-190R",ECO DELUXE / NXG / CB-190R,True,Title,Default Title,,,,,,,,200010900.0,0.0,shopify,2382.0,deny,manual,1990.0,,True,True,200010900.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200010900.jpg?v=1753256389,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"027.001.CAPUCHON BUJIA  ECO DELUXE STARTER ""CROWN""",
capuchon-bujia-ax-4-crown,800010898.0,"CAPUCHON BUJIA ""CROWN"" AX-4",27,,800010898.0,,Producto,"CAPUCHONES BUJIA, AX-4","CAPUCHONES BUJIA, AX-4",CAPUCHONES BUJIA,CAPUCHONES BUJIA,AX-4,AX-4,True,Title,Default Title,,,,,,,,800010898.0,0.0,shopify,0.0,deny,manual,2650.0,,True,True,800010898.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010898.png?v=1753258283,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"027.002.CAPUCHON BUJIA ""CROWN"" AX-4",
carburador-boxer-k-tec-ug-keihin,800010906.0,"CARBURADOR (CORTINA ANCHA) ""KEIHIN"" BOXER K-TEC/UG",28,,800010906.0,,Producto,"CARBURADORES, BOXER K-TEC, UG","CARBURADORES, BOXER K-TEC, UG",CARBURADORES,CARBURADORES,"BOXER K-TEC, UG",BOXER K-TEC/UG,True,Title,Default Title,,,,,,,,800010906.0,0.0,shopify,22.0,deny,manual,33283.0,,True,True,800010906.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010906.1.jpg?v=1753258281,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"028.001.CARBURADOR (CORTINA ANCHA) ""KEIHIN"" BOXER K-TEC/UG",
caucho-campana-discover-135-crown-1,200010997.0,"CAUCHO CAMPANA  DISCOVER 135 ""CROWN""",29,,200010997.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),  DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),  DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)"," DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009", DISCOVER 125+ / DISCOVER-135 / DISCOVER-125 ST / PULSAR-150 NS / PULSAR-135LS / PULSAR-180 UG / PULSAR-220 S / BOXER BM-150 / DISCOVER-135 SPORT / DISCOVER DTS-I / PULSAR-180 VER. 2009,True,Title,Default Title,,,,,,,,200010997.0,0.0,shopify,733.0,deny,manual,3700.0,,True,True,200010997.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200010997.jpg?v=1753256387,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"029.001.CAUCHO CAMPANA  DISCOVER 135 ""CROWN""",
caucho-campana-pulsar-200ns-crown,600011000.0,"CAUCHO CAMPANA PULSAR-200NS ""CROWN""",29,,600011000.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), PULSAR-200NS, PULSAR-180 (6H)","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), PULSAR-200NS, PULSAR-180 (6H)",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)","PULSAR-200NS, PULSAR-180 (6H)",PULSAR-200NS / PULSAR-180 (6H),True,Title,Default Title,,,,,,,,600011000.0,0.0,shopify,39.0,deny,manual,5800.0,,True,True,600011000.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/600011000.jpg?v=1753256734,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"029.002.CAUCHO CAMPANA PULSAR-200NS ""CROWN""",
caucho-campana-ax-100-crown,800010922.0,"CAUCHO CAMPANA X4 PCS ""CROWN"" AX-100/FR-80/VIVAX-115/BEST-125",29,,800010922.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AX-100, FR-80, VIVAX-115, BEST-125","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AX-100, FR-80, VIVAX-115, BEST-125",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)","AX-100, FR-80, VIVAX-115, BEST-125",AX-100/FR-80/VIVAX-115/BEST-125,True,Title,Default Title,,,,,,,,800010922.0,0.0,shopify,230.0,deny,manual,4700.0,,True,True,800010922.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010922.png?v=1753258275,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"029.005.CAUCHO CAMPANA X4 PCS ""CROWN"" AX-100/FR-80/VIVAX-115/BEST-125",
caucho-campana-x-4-pcs-ax-4-crown,800010920.0,"CAUCHO CAMPANA X4 PCS ""CROWN"" AX-4",29,,800010920.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AX-4","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AX-4",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)",AX-4,AX-4,True,Title,Default Title,,,,,,,,800010920.0,0.0,shopify,0.0,deny,manual,4200.0,,True,True,800010920.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010920.png?v=1753258278,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"029.003.CAUCHO CAMPANA X4 PCS ""CROWN"" AX-4",
caucho-campana-x-4-pcs-cb-110-wave-crown,800010921.0,"CAUCHO CAMPANA X4 PCS ""CROWN"" CB110/WAVE-100/WAVE-110",29,,800010921.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), CB110, WAVE-100, WAVE-110","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), CB110, WAVE-100, WAVE-110",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)","CB110, WAVE-100, WAVE-110",CB110/WAVE-100/WAVE-110,True,Title,Default Title,,,,,,,,800010921.0,0.0,shopify,0.0,deny,manual,4250.0,,True,True,800010921.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010921.png?v=1753258276,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"029.004.CAUCHO CAMPANA X4 PCS ""CROWN"" CB110/WAVE-100/WAVE-110",
caucho-posapie-delantero-x-2-pcs-tvs-100-sport-crown,200011010.0,"CAUCHO POSAPIE DELANTERO X 2 PCS TVS-100 SPORT ""CROWN""",30,,200011010.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), TVS-100 SPORT","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), TVS-100 SPORT",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)",TVS-100 SPORT,TVS-100 SPORT,True,Title,Default Title,,,,,,,,200011010.0,0.0,shopify,0.0,deny,manual,3600.0,,True,True,200011010.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200011010.jpg?v=1753256385,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"030.001.CAUCHO POSAPIE DELANTERO X 2 PCS TVS-100 SPORT ""CROWN""",
caucho-posapie-delantero-x-2-pcs-akt-125-crown-1,800010970.0,"CAUCHO POSAPIE DELANTERO X2 PCS ""CROWN"" AKT125S/SL/NKD",30,,800010970.0,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AKT125S, SL, NKD","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE), AKT125S, SL, NKD",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)","AKT125S, SL, NKD",AKT125S/SL/NKD,True,Title,Default Title,,,,,,,,800010970.0,0.0,shopify,348.0,deny,manual,5100.0,,True,True,800010970.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010970.png?v=1753256102,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"030.002.CAUCHO POSAPIE DELANTERO X2 PCS ""CROWN"" AKT125S/SL/NKD",
centro-y-plato-embrague-4-discos-libero-110-crown,100010977.0,"CENTRO Y PLATO EMBRAGUE 4 DISCOS LIBERO-110 ""CROWN""",31,,100010977.0,,Producto,"CENTROS Y PLATO EMBRAGUE, LIBERO-110, YBR-125, XTZ-125 ","CENTROS Y PLATO EMBRAGUE, LIBERO-110, YBR-125, XTZ-125 ",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"LIBERO-110, YBR-125, XTZ-125 ",LIBERO-110/YBR-125/XTZ-125 ,True,Title,Default Title,,,,,,,,100010977.0,0.0,shopify,1.0,deny,manual,26000.0,,True,True,100010977.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010977.1.jpg?v=1753258409,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.001.CENTRO Y PLATO EMBRAGUE 4 DISCOS LIBERO-110 ""CROWN""",
centro-y-plato-embrague-5-discos-libero-110-crown,100010978.0,"CENTRO Y PLATO EMBRAGUE 5 DISCOS LIBERO-110 ""CROWN""",31,,100010978.0,,Producto,"CENTROS Y PLATO EMBRAGUE, LIBERO-110 (2009 EN ADEL., YBR-125 DX, XTZ-125 MN","CENTROS Y PLATO EMBRAGUE, LIBERO-110 (2009 EN ADEL., YBR-125 DX, XTZ-125 MN",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"LIBERO-110 (2009 EN ADEL., YBR-125 DX, XTZ-125 MN",LIBERO-110 (2009 EN ADEL./YBR-125 DX/XTZ-125 MN,True,Title,Default Title,,,,,,,,100010978.0,0.0,shopify,40.0,deny,manual,29200.0,,True,True,100010978.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010978.1.jpg?v=1753258406,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.002.CENTRO Y PLATO EMBRAGUE 5 DISCOS LIBERO-110 ""CROWN""",
centro-y-plato-embrague-c100-wave-crown,100010981.0,"CENTRO Y PLATO EMBRAGUE C100-WAVE ""CROWN""",31,,100010981.0,,Producto,"CENTROS Y PLATO EMBRAGUE, C-100 BIZ, WAVE, FLEX","CENTROS Y PLATO EMBRAGUE, C-100 BIZ, WAVE, FLEX",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"C-100 BIZ, WAVE, FLEX",C-100 BIZ/WAVE/FLEX,True,Title,Default Title,,,,,,,,100010981.0,0.0,shopify,39.0,deny,manual,23300.0,,True,True,100010981.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010981.1.jpg?v=1753258403,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.003.CENTRO Y PLATO EMBRAGUE C100-WAVE ""CROWN""",
centro-y-plato-embrague-completo-5-discos-libero-110-mod-2009-en-adel-crown,800011081.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" (5 DISCOS TIPO RX) LIBERO-110 (2009/2010)/YBR-125SS/XTZ-125 MV",31,,800011081.0,,Producto,"CENTROS Y PLATO EMBRAGUE, LIBERO-110 (2009, 2010), YBR-125SS, DX, XTZ-125 MV","CENTROS Y PLATO EMBRAGUE, LIBERO-110 (2009, 2010), YBR-125SS, DX, XTZ-125 MV",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"LIBERO-110 (2009, 2010), YBR-125SS, DX, XTZ-125 MV",LIBERO-110 (2009/2010)/YBR-125SS / DX / XTZ-125 MV,True,Title,Default Title,,,,,,,,800011081.0,0.0,shopify,258.0,deny,manual,53400.0,,True,True,800011081.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011081.1.jpg?v=1753257113,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.034.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" (5 DISCOS TIPO RX) LIBERO-110 (2009/2010)/YBR-125SS/XTZ-125 MV",
centro-y-plato-embrague-completo-akt-125-crown,800011061.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AKT-125/CG-125/XL-125/185S/GL",31,,800011061.0,,Producto,"CENTROS Y PLATO EMBRAGUE, AKT-125, CG-125, XL-125, 185S, GL","CENTROS Y PLATO EMBRAGUE, AKT-125, CG-125, XL-125, 185S, GL",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"AKT-125, CG-125, XL-125, 185S, GL",AKT-125/CG-125/XL-125/185S/GL,True,Title,Default Title,,,,,,,,800011061.0,0.0,shopify,81.0,deny,manual,42800.0,,True,True,800011061.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011061.1.jpg?v=1753257155,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.022.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AKT-125/CG-125/XL-125/185S/GL",
centro-y-plato-embrague-completo-akt-200-crown,800011063.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AKT-200",31,,800011063.0,,Producto,"CENTROS Y PLATO EMBRAGUE, AKT-200","CENTROS Y PLATO EMBRAGUE, AKT-200",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,AKT-200,AKT-200,True,Title,Default Title,,,,,,,,800011063.0,0.0,shopify,7.0,deny,manual,52000.0,,True,True,800011063.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011063.1.jpg?v=1753257151,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.023.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AKT-200",
centro-y-plato-embrague-completo-ax-100-crown,800011077.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AX-100/AKT-100",31,,800011077.0,,Producto,"CENTROS Y PLATO EMBRAGUE, AX-100, AKT-100","CENTROS Y PLATO EMBRAGUE, AX-100, AKT-100",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"AX-100, AKT-100",AX-100/AKT-100,True,Title,Default Title,,,,,,,,800011077.0,0.0,shopify,47.0,deny,manual,44200.0,,True,True,800011077.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011077.1.jpg?v=1753257121,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.032.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AX-100/AKT-100",
centro-y-plato-embrague-completo-ax-4-crown,800011078.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AX-4",31,,800011078.0,,Producto,"CENTROS Y PLATO EMBRAGUE, AX-4","CENTROS Y PLATO EMBRAGUE, AX-4",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,AX-4,AX-4,True,Title,Default Title,,,,,,,,800011078.0,0.0,shopify,128.0,deny,manual,46000.0,,True,True,800011078.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011078.1.jpg?v=1753257117,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.033.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" AX-4",
centro-y-plato-embrague-completo-boxer-ct-100-tec-crown,800011064.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" BOXER CT-100 TEC/PLATINO-100",31,,800011064.0,,Producto,"CENTROS Y PLATO EMBRAGUE, BOXER CT-100 TEC, PLATINO-100","CENTROS Y PLATO EMBRAGUE, BOXER CT-100 TEC, PLATINO-100",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"BOXER CT-100 TEC, PLATINO-100",BOXER CT-100 TEC/PLATINO-100,True,Title,Default Title,,,,,,,,800011064.0,0.0,shopify,126.0,deny,manual,40900.0,,True,True,800011064.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011064.1.jpg?v=1753257146,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.024.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" BOXER CT-100 TEC/PLATINO-100",
centro-y-plato-embrague-completo-c-100-biz-wave-crown,800011073.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" C100 BIZ /WAVE-100/FLEX-125",31,,800011073.0,,Producto,CENTROS Y PLATO EMBRAGUE,", ",,,,,True,Title,Default Title,,,,,,,,800011073.0,0.0,shopify,0.0,deny,manual,42000.0,,True,True,800011073.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011073.1.jpg?v=1753257130,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.029.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" C100 BIZ /WAVE-100/FLEX-125",
centro-y-plato-embrague-completo-cb-110-crown,800011072.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CB-110/CB-1",31,,800011072.0,,Producto,"CENTROS Y PLATO EMBRAGUE, CB-110, CB-1","CENTROS Y PLATO EMBRAGUE, CB-110, CB-1",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"CB-110, CB-1",CB-110/CB-1,True,Title,Default Title,,,,,,,,800011072.0,0.0,shopify,0.0,deny,manual,39200.0,,True,True,800011072.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011072.1.jpg?v=1753257134,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.028.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CB-110/CB-1",
centro-y-plato-embrague-completo-cb-190r-crown,800011069.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CB-190R",31,,800011069.0,,Producto,"CENTROS Y PLATO EMBRAGUE, CB-190R","CENTROS Y PLATO EMBRAGUE, CB-190R",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,CB-190R,CB-190R,True,Title,Default Title,,,,,,,,800011069.0,0.0,shopify,81.0,deny,manual,48300.0,,True,True,800011069.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011069.1.jpg?v=1753256235,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.025.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CB-190R",
centro-y-plato-embrague-completo-cbf-150-crown,800011071.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CBF-150/XR-150L/INVICTA-150",31,,800011071.0,,Producto,"CENTROS Y PLATO EMBRAGUE, CBF-150, XR-150L, INVICTA-150","CENTROS Y PLATO EMBRAGUE, CBF-150, XR-150L, INVICTA-150",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"CBF-150, XR-150L, INVICTA-150",CBF-150/XR-150L/INVICTA-150,True,Title,Default Title,,,,,,,,800011071.0,0.0,shopify,389.0,deny,manual,47800.0,,True,True,800011071.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011071.1.jpg?v=1753257138,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.027.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" CBF-150/XR-150L/INVICTA-150",
centro-y-plato-embrague-completo-cd-100-crown,800011070.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" ECO DELUXE/ECO100+",31,,800011070.0,,Producto,"CENTROS Y PLATO EMBRAGUE, ECO DELUXE, ECO100+, ECO100, SPLENDOR NXG, SPLENDOR +, CD100 SLEEK","CENTROS Y PLATO EMBRAGUE, ECO DELUXE, ECO100+, ECO100, SPLENDOR NXG, SPLENDOR +, CD100 SLEEK",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"ECO DELUXE, ECO100+, ECO100, SPLENDOR NXG, SPLENDOR +, CD100 SLEEK",ECO DELUXE/ECO100+/ECO100/SPLENDOR NXG/SPLENDOR +/CD100 SLEEK,True,Title,Default Title,,,,,,,,800011070.0,0.0,shopify,484.0,deny,manual,41900.0,,True,True,800011070.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011070.1.jpg?v=1753257143,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.026.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" ECO DELUXE/ECO100+",
centro-y-plato-embrague-completo-fz-16-crown,800011083.0,"CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" FZ-16/SZR-160/FAZER",31,,800011083.0,,Producto,"CENTROS Y PLATO EMBRAGUE, FZ-16, SZR-160, FAZER","CENTROS Y PLATO EMBRAGUE, FZ-16, SZR-160, FAZER",CENTROS Y PLATO EMBRAGUE,CENTROS Y PLATO EMBRAGUE,"FZ-16, SZR-160, FAZER",FZ-16 / SZR-160 / FAZER,True,Title,Default Title,,,,,,,,800011083.0,0.0,shopify,80.0,deny,manual,62200.0,,True,True,800011083.0,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800011083.1.jpg?v=1753257104,1,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"031.036.CENTRO Y PLATO EMBRAGUE COMPLETO ""CROWN"" FZ-16/SZR-160/FAZER",
