Handle,Codigo,Title,Grupo,Body (HTML),Vendor,Product Category,Type,Tags,Tags Formula,Tags v2,Formula,Tags v3,Formula,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
kit-piston-0-25-2-valvulas-apache-160-rtr-160-crown,800700521,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" RTR-160 APACHE 2V",76,,800700521,,Producto,"KIT PISTONES, RTR-160 APACHE 2V","KIT PISTONES, RTR-160 APACHE 2V",KIT PISTONES,KIT PISTONES,RTR-160 APACHE 2V,RTR-160 APACHE 2V,TRUE,Title,Default Title,,,,,,,,800700521,0.0,shopify,81,deny,manual,33700.00,,TRUE,TRUE,800700521,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700521.1.jpg?v=1753256312,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-4valvulas-apache-160-rtr-160-crown,800700526,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" RTR-160 APACHE 4V",76,,800700526,,Producto,"KIT PISTONES, RTR-160 APACHE 4V","KIT PISTONES, RTR-160 APACHE 4V",KIT PISTONES,KIT PISTONES,RTR-160 APACHE 4V,RTR-160 APACHE 4V,TRUE,Title,Default Title,,,,,,,,800700526,0.0,shopify,62,deny,manual,31500.00,,TRUE,TRUE,800700526,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700526.1.jpg?v=1753256306,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-2-valvulas-apache-180-rtr-180-crown,800700531,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" RTR-180 APACHE 2V",76,,800700531,,Producto,"KIT PISTONES, RTR-180 APACHE 2V","KIT PISTONES, RTR-180 APACHE 2V",KIT PISTONES,KIT PISTONES,RTR-180 APACHE 2V,RTR-180 APACHE 2V,TRUE,Title,Default Title,,,,,,,,800700531,0.0,shopify,43,deny,manual,32500.00,,TRUE,TRUE,800700531,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700531.1.jpg?v=1753256300,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-4-valvulas-apache-200-rtr-200-crown,800700536,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" RTR-200 APACHE 4V",76,,800700536,,Producto,"KIT PISTONES, RTR-200 APACHE 4V","KIT PISTONES, RTR-200 APACHE 4V",KIT PISTONES,KIT PISTONES,RTR-200 APACHE 4V,RTR-200 APACHE 4V,TRUE,Title,Default Title,,,,,,,,800700536,0.0,shopify,123,deny,manual,37900.00,,TRUE,TRUE,800700536,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700536.1.jpg?v=1753256295,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-splendor-110-crown,800700126,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" SPLENDOR-110",76,,800700126,,Producto,KIT PISTONES,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800700126,0.0,shopify,0,deny,manual,27000.00,,TRUE,TRUE,800700126,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700126.1.jpg?v=1753256155,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-vivax-115-crown,800700451,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL"" VIVA/VIVAX-115",76,,800700451,,Producto,"KIT PISTONES, VIVA, VIVAX-115","KIT PISTONES, VIVA, VIVAX-115",KIT PISTONES,KIT PISTONES,"VIVA, VIVAX-115",VIVA / VIVAX-115,TRUE,Title,Default Title,,,,,,,,800700451,0.0,shopify,19,deny,manual,25450.00,,TRUE,TRUE,800700451,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700451.1.jpg?v=1753256923,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-cb-1-cbf-125f-crown,800700135,"KIT PISTON 0.25 ""CROWN"" ""TIPO ORIGINAL""(CAJA METALICA) CB-1/CB-125F",76,,800700135,,Producto,"KIT PISTONES, CB-1,  CB-125F","KIT PISTONES, CB-1,  CB-125F",KIT PISTONES,KIT PISTONES,"CB-1,  CB-125F",CB-1/ CB-125F,TRUE,Title,Default Title,,,,,,,,800700135,0.0,shopify,83,deny,manual,25400.00,,TRUE,TRUE,800700135,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700135.1.jpg?v=1753256688,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-discover-125-st-4-valvulas-crown,800700211,"KIT PISTON 0.25 (4 VALVULAS) ""CROWN"" ""TIPO ORIGINAL"" (CAJA METALICA) DISCOVER-125 ST(4 VALVULAS)",76,,800700211,,Producto,"KIT PISTONES, DISCOVER-125 ST(4 VALVULAS)","KIT PISTONES, DISCOVER-125 ST(4 VALVULAS)",KIT PISTONES,KIT PISTONES,DISCOVER-125 ST(4 VALVULAS),DISCOVER-125 ST(4 VALVULAS),TRUE,Title,Default Title,,,,,,,,800700211,0.0,shopify,104,deny,manual,34500.00,,TRUE,TRUE,800700211,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700211.1.jpg?v=1753257662,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-best-125-crown,800700460,"KIT PISTON 0.25 BEST-125 ""CROWN""",76,,800700460,,Producto,"KIT PISTONES, BEST-125","KIT PISTONES, BEST-125",KIT PISTONES,KIT PISTONES,BEST-125,BEST-125,TRUE,Title,Default Title,,,,,,,,800700460,0.0,shopify,67,deny,manual,25450.00,,TRUE,TRUE,800700460,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700460.jpg?v=1753256911,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-cb-160f-crown,800700146,"KIT PISTON 0.25 CB-160F ""CROWN""",76,,800700146,,Producto,"KIT PISTONES, CB-160F","KIT PISTONES, CB-160F",KIT PISTONES,KIT PISTONES,CB-160F,CB-160F,TRUE,Title,Default Title,,,,,,,,800700146,0.0,shopify,80,deny,manual,28150.00,,TRUE,TRUE,800700146,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700146.jpg?v=1753256480,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-25-boxer-ct100-ks-es-crown,800700115,"KIT PISTON 0.25 X 9 PCS ""CROWN"" ""TIPO ORIGINAL"" BOXER-CT100 KS-ES",76,,800700115,,Producto,"KIT PISTONES, BOXER-CT100 KS-ES","KIT PISTONES, BOXER-CT100 KS-ES",KIT PISTONES,KIT PISTONES,BOXER-CT100 KS-ES,BOXER-CT100 KS-ES,TRUE,Title,Default Title,,,,,,,,800700115,0.0,shopify,225,deny,manual,23500.00,,TRUE,TRUE,800700115,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700115.1.jpg?v=1753257707,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-akt-125-ttr-crown,800700072,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" (CAJA METALICA) NKDR/TTR/EVONE/R3/CR4/NXR BROS (PASADOR 13MM)",76,,800700072,,Producto,"KIT PISTONES, NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)","KIT PISTONES, NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)",KIT PISTONES,KIT PISTONES,"NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)",NKDR/TTR/EVONE/R3/CR4/NXR BROS (PASADOR 13MM),TRUE,Title,Default Title,,,,,,,,800700072,0.0,shopify,22,deny,manual,31000.00,,TRUE,TRUE,800700072,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700072.1.jpg?v=1753256345,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-agility-125-crown,800700102,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" AGILITY-125",76,,800700102,,Producto,"KIT PISTONES, AGILITY-125","KIT PISTONES, AGILITY-125",KIT PISTONES,KIT PISTONES,AGILITY-125,AGILITY-125,TRUE,Title,Default Title,,,,,,,,800700102,0.0,shopify,244,deny,manual,31000.00,,TRUE,TRUE,800700102,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700102.jpg?v=1753257725,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-akt-125s-crown,800700062,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" AK-125S/SL/TT/EVO (PASADOR 15MM)",76,,800700062,,Producto,"KIT PISTONES, AK-125S, SL, TT, EVO (PASADOR 15MM)","KIT PISTONES, AK-125S, SL, TT, EVO (PASADOR 15MM)",KIT PISTONES,KIT PISTONES,"AK-125S, SL, TT, EVO (PASADOR 15MM)",AK-125S/SL/TT/EVO (PASADOR 15MM),TRUE,Title,Default Title,,,,,,,,800700062,0.0,shopify,17,deny,manual,27500.00,,TRUE,TRUE,800700062,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700062.1.jpg?v=1753257742,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-akt-150-tt-mv-crown,800700092,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" AKT-150/TT (MODELO VIEJO) (PASADOR 15MM)",76,,800700092,,Producto,"KIT PISTONES, AKT-150,  TT (MODELO VIEJO) (PASADOR 15MM)","KIT PISTONES, AKT-150,  TT (MODELO VIEJO) (PASADOR 15MM)",KIT PISTONES,KIT PISTONES,"AKT-150,  TT (MODELO VIEJO) (PASADOR 15MM)",AKT-150/ TT (MODELO VIEJO) (PASADOR 15MM),TRUE,Title,Default Title,,,,,,,,800700092,0.0,shopify,28,deny,manual,27000.00,,TRUE,TRUE,800700092,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700092.1.jpg?v=1753256692,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-ax-4-crown-1,800700442,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" AX-4/VIVA-R",76,,800700442,,Producto,"KIT PISTONES, AX-4, VIVA-R","KIT PISTONES, AX-4, VIVA-R",KIT PISTONES,KIT PISTONES,"AX-4, VIVA-R",AX-4/VIVA-R,TRUE,Title,Default Title,,,,,,,,800700442,0.0,shopify,66,deny,manual,25150.00,,TRUE,TRUE,800700442,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700442.jpg?v=1753257221,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-cb1-cb-125f-crown,800700136,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" CB-1/ CB-125F",76,,800700136,,Producto,"KIT PISTONES, CB-1,  CB-125F","KIT PISTONES, CB-1,  CB-125F",KIT PISTONES,KIT PISTONES,"CB-1,  CB-125F",CB-1/ CB-125F,TRUE,Title,Default Title,,,,,,,,800700136,0.0,shopify,175,deny,manual,24500.00,,TRUE,TRUE,800700136,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700136.1.jpg?v=1753256685,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-crypton-115-fi-crown,800700356,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" CRYPTON 115 FI",76,,800700356,,Producto,"KIT PISTONES, CRYPTON 115 FI","KIT PISTONES, CRYPTON 115 FI",KIT PISTONES,KIT PISTONES,CRYPTON 115 FI,CRYPTON 115 FI,TRUE,Title,Default Title,,,,,,,,800700356,0.0,shopify,113,deny,manual,26500.00,,TRUE,TRUE,800700356,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700356.1.jpg?v=1753256332,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-dr-150-crown,800700472,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" DR-150",76,,800700472,,Producto,"KIT PISTONES, DR-150","KIT PISTONES, DR-150",KIT PISTONES,KIT PISTONES,DR-150,DR-150,TRUE,Title,Default Title,,,,,,,,800700472,0.0,shopify,40,deny,manual,30850.00,,TRUE,TRUE,800700472,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700472.1.jpg?v=1753256401,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-gixxer-150-crown,800700427,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" GIXXER-150",76,,800700427,,Producto,"KIT PISTONES, GIXXER-150","KIT PISTONES, GIXXER-150",KIT PISTONES,KIT PISTONES,GIXXER-150,GIXXER-150,TRUE,Title,Default Title,,,,,,,,800700427,0.0,shopify,33,deny,manual,31900.00,,TRUE,TRUE,800700427,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700427.1.jpg?v=1753256173,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-pulsar-150ns-crown,800700247,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" PULSAR-150NS",76,,800700247,,Producto,"KIT PISTONES, PULSAR-150NS","KIT PISTONES, PULSAR-150NS",KIT PISTONES,KIT PISTONES,PULSAR-150NS,PULSAR-150NS,TRUE,Title,Default Title,,,,,,,,800700247,0.0,shopify,78,deny,manual,32900.00,,TRUE,TRUE,800700247,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700247.1.jpg?v=1753256163,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-2-valvulas-apache-160-rtr-160-crown,800700522,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" RTR-160 APACHE 2V",76,,800700522,,Producto,"KIT PISTONES, RTR-160 APACHE 2V","KIT PISTONES, RTR-160 APACHE 2V",KIT PISTONES,KIT PISTONES,RTR-160 APACHE 2V,RTR-160 APACHE 2V,TRUE,Title,Default Title,,,,,,,,800700522,0.0,shopify,93,deny,manual,33700.00,,TRUE,TRUE,800700522,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700522.1.jpg?v=1753256309,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-4-valvulas-apache-160-rtr-160-crown,800700527,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" RTR-160 APACHE 4V",76,,800700527,,Producto,"KIT PISTONES, RTR-160 APACHE 4V","KIT PISTONES, RTR-160 APACHE 4V",KIT PISTONES,KIT PISTONES,RTR-160 APACHE 4V,RTR-160 APACHE 4V,TRUE,Title,Default Title,,,,,,,,800700527,0.0,shopify,82,deny,manual,31500.00,,TRUE,TRUE,800700527,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700527.1.jpg?v=1753256303,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-2-valvulas-apache-180-rtr-180-crown,800700532,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" RTR-180 APACHE 2V",76,,800700532,,Producto,"KIT PISTONES, RTR-180 APACHE 2V","KIT PISTONES, RTR-180 APACHE 2V",KIT PISTONES,KIT PISTONES,RTR-180 APACHE 2V,RTR-180 APACHE 2V,TRUE,Title,Default Title,,,,,,,,800700532,0.0,shopify,67,deny,manual,32500.00,,TRUE,TRUE,800700532,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700532.1.jpg?v=1753256297,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-4-valvulas-apache-200-rtr-200-crown,800700537,"KIT PISTON 0.50 ""CROWN"" ""TIPO ORIGINAL"" RTR-200 APACHE 4V",76,,800700537,,Producto,"KIT PISTONES, RTR-200 APACHE 4V","KIT PISTONES, RTR-200 APACHE 4V",KIT PISTONES,KIT PISTONES,RTR-200 APACHE 4V,RTR-200 APACHE 4V,TRUE,Title,Default Title,,,,,,,,800700537,0.0,shopify,141,deny,manual,37900.00,,TRUE,TRUE,800700537,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700537.1.jpg?v=1753256292,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-akt-110-crown,800700052,"KIT PISTON 0.50 AKT-110 ""CROWN""",76,,800700052,,Producto,"KIT PISTONES, AKT-110S, ACTIVE-110, UNIK-110","KIT PISTONES, AKT-110S, ACTIVE-110, UNIK-110",KIT PISTONES,KIT PISTONES,"AKT-110S, ACTIVE-110, UNIK-110",AKT-110S/ACTIVE-110/UNIK-110,TRUE,Title,Default Title,,,,,,,,800700052,0.0,shopify,223,deny,manual,24000.00,,TRUE,TRUE,800700052,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700052.jpg?v=1753257754,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-akt-150-ttr-crown,800700082,"KIT PISTON 0.50 AKT-150 TTR ""CROWN""",76,,800700082,,Producto,"KIT PISTONES, AKT-150TTR, NE, EVO R3   (PASADOR 13MM)","KIT PISTONES, AKT-150TTR, NE, EVO R3   (PASADOR 13MM)",KIT PISTONES,KIT PISTONES,"AKT-150TTR, NE, EVO R3   (PASADOR 13MM)",AKT-150TTR/NE/EVO R3   (PASADOR 13MM),TRUE,Title,Default Title,,,,,,,,800700082,0.0,shopify,0,deny,manual,26000.00,,TRUE,TRUE,800700082,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700082.jpg?v=1753257733,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-best-125-crown,800700461,"KIT PISTON 0.50 BEST-125 ""CROWN""",76,,800700461,,Producto,"KIT PISTONES, BEST-125","KIT PISTONES, BEST-125",KIT PISTONES,KIT PISTONES,BEST-125,BEST-125,TRUE,Title,Default Title,,,,,,,,800700461,0.0,shopify,59,deny,manual,25450.00,,TRUE,TRUE,800700461,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700461.jpg?v=1753256909,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-cbf-150-crown,800700152,"KIT PISTON 0.50 CBF-150 ""CROWN""",76,,800700152,,Producto,"KIT PISTONES, CBF-150, INVICTA, XR-150L, MRX-150","KIT PISTONES, CBF-150, INVICTA, XR-150L, MRX-150",KIT PISTONES,KIT PISTONES,"CBF-150, INVICTA, XR-150L, MRX-150",CBF-150/INVICTA/XR-150L/MRX-150,TRUE,Title,Default Title,,,,,,,,800700152,0.0,shopify,168,deny,manual,30820.00,,TRUE,TRUE,800700152,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700152.jpg?v=1753257672,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-boxer-ct100-ks-es-crown,800700116,"KIT PISTON 0.50 X 9 PCS ""CROWN"" ""TIPO ORIGINAL"" BOXER-CT100 KS-ES",76,,800700116,,Producto,"KIT PISTONES, BOXER-CT100 KS-ES","KIT PISTONES, BOXER-CT100 KS-ES",KIT PISTONES,KIT PISTONES,BOXER-CT100 KS-ES,BOXER-CT100 KS-ES,TRUE,Title,Default Title,,,,,,,,800700116,0.0,shopify,229,deny,manual,23500.00,,TRUE,TRUE,800700116,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700116.1.jpg?v=1753257704,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-50-splendor-110-crown,800700127,"KIT PISTON 0.50 X 9 PCS ""CROWN"" ""TIPO ORIGINAL""(CAJA METALICA) SPLENDOR-110",76,,800700127,,Producto,KIT PISTONES,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800700127,0.0,shopify,0,deny,manual,27000.00,,TRUE,TRUE,800700127,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700127.1.jpg?v=1753256152,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-crypton-115-fi-crown,800700357,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" CRYPTON Fi",76,,800700357,,Producto,"KIT PISTONES, CRYPTON 115 FI","KIT PISTONES, CRYPTON 115 FI",KIT PISTONES,KIT PISTONES,CRYPTON 115 FI,CRYPTON 115 FI,TRUE,Title,Default Title,,,,,,,,800700357,0.0,shopify,159,deny,manual,24500.00,,TRUE,TRUE,800700357,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700357.1.jpg?v=1753256158,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-dr-150-crown,800700473,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" DR-150",76,,800700473,,Producto,"KIT PISTONES, DR-150","KIT PISTONES, DR-150",KIT PISTONES,KIT PISTONES,DR-150,DR-150,TRUE,Title,Default Title,,,,,,,,800700473,0.0,shopify,57,deny,manual,30850.00,,TRUE,TRUE,800700473,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700473.jpg?v=1753256398,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-gixxer-150-crown,800700428,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" GIXXER-150",76,,800700428,,Producto,"KIT PISTONES, GIXXER-150","KIT PISTONES, GIXXER-150",KIT PISTONES,KIT PISTONES,GIXXER-150,GIXXER-150,TRUE,Title,Default Title,,,,,,,,800700428,0.0,shopify,67,deny,manual,31900.00,,TRUE,TRUE,800700428,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700428.1.jpg?v=1753256169,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-pulsar-150ns-crown,800700248,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" PULSAR-150NS",76,,800700248,,Producto,"KIT PISTONES, PULSAR-150NS","KIT PISTONES, PULSAR-150NS",KIT PISTONES,KIT PISTONES,PULSAR-150NS,PULSAR-150NS,TRUE,Title,Default Title,,,,,,,,800700248,0.0,shopify,37,deny,manual,31600.00,,TRUE,TRUE,800700248,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700248.1.jpg?v=1753256160,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-4-valvulas-apache-160-rtr-160-crown,800700528,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" RTR-160 APACHE 4V",76,,800700528,,Producto,"KIT PISTONES, RTR-160 APACHE 4V","KIT PISTONES, RTR-160 APACHE 4V",KIT PISTONES,KIT PISTONES,RTR-160 APACHE 4V,RTR-160 APACHE 4V,TRUE,Title,Default Title,,,,,,,,800700528,0.0,shopify,65,deny,manual,29900.00,,TRUE,TRUE,800700528,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700528.1.jpg?v=1753256146,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-2-valvulas-apache-180-rtr-180-crown,800700533,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL"" RTR-180 APACHE 2V",76,,800700533,,Producto,"KIT PISTONES, RTR-180 APACHE 2V","KIT PISTONES, RTR-180 APACHE 2V",KIT PISTONES,KIT PISTONES,RTR-180 APACHE 2V,RTR-180 APACHE 2V,TRUE,Title,Default Title,,,,,,,,800700533,0.0,shopify,74,deny,manual,32500.00,,TRUE,TRUE,800700533,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700533.1.jpg?v=1753256143,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-wave-110-crown,800700163,"KIT PISTON 0.75 ""CROWN"" ""TIPO ORIGINAL""(CAJA METALICA) WAVE-110",76,,800700163,,Producto,"KIT PISTONES, WAVE-110","KIT PISTONES, WAVE-110",KIT PISTONES,KIT PISTONES,WAVE-110,WAVE-110,TRUE,Title,Default Title,,,,,,,,800700163,0.0,shopify,37,deny,manual,29500.00,,TRUE,TRUE,800700163,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700163.1.jpg?v=1753256858,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-akt-125-ttr-crown,800700073,"KIT PISTON 0.75 AKT-125 TTR ""CROWN""",76,,800700073,,Producto,"KIT PISTONES, NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)","KIT PISTONES, NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)",KIT PISTONES,KIT PISTONES,"NKDR, TTR, EVONE, R3, CR4, NXR BROS (PASADOR 13MM)",NKDR/TTR/EVONE/R3/CR4/NXR BROS (PASADOR 13MM),TRUE,Title,Default Title,,,,,,,,800700073,0.0,shopify,166,deny,manual,29700.00,,TRUE,TRUE,800700073,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700073.jpg?v=1753256342,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
kit-piston-0-75-cbf-150-crown,800700153,"KIT PISTON 0.75 CBF-150 ""CROWN""",76,,800700153,,Producto,"KIT PISTONES, CBF-150, INVICTA, XR-150L, MRX-150","KIT PISTONES, CBF-150, INVICTA, XR-150L, MRX-150",KIT PISTONES,KIT PISTONES,"CBF-150, INVICTA, XR-150L, MRX-150",CBF-150/INVICTA/XR-150L/MRX-150,TRUE,Title,Default Title,,,,,,,,800700153,0.0,shopify,189,deny,manual,30820.00,,TRUE,TRUE,800700153,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800700153.jpg?v=1753257671,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
