Handle,Codigo,Title,Grupo,Body (HTML),Vendor,Product Category,Type,Tags,Tags Formula,Tags v2,Formula,Tags v3,Formula,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
cadenilla-distribucion-pulsar-135-ls-crown,800010833,"CADENILLA DISTRIBUCION (25H X 94L) ""CROWN"" PULSAR-135LS",22,,800010833,,Producto,"CADENILLAS, PULSAR-135LS, DISCOVER-125ST, DISCOVER-125+, DISCOVER-135","CADENILLAS, PULSAR-135LS, DISCOVER-125ST, DISCOVER-125+, DISCOVER-135",CADENILLAS,CADENILLAS,"PULSAR-135LS, DISCOVER-125ST, DISCOVER-125+, DISCOVER-135",PULSAR-135LS/DISCOVER-125ST/DISCOVER-125+/DISCOVER-135,TRUE,Title,Default Title,,,,,,,,800010833,0.0,shopify,310,deny,manual,7250.00,,TRUE,TRUE,800010833,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010833.png?v=1753256768,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-cd-100-crown-1,800010808,"CADENILLA DISTRIBUCION (25HC-84L) ""CROWN"" ECO DELUXE",22,,800010808,,Producto,"CADENILLAS, CD-100","CADENILLAS, CD-100",CADENILLAS,CADENILLAS,CD-100,CD-100,TRUE,Title,Default Title,,,,,,,,800010808,0.0,shopify,176,deny,manual,7300.00,,TRUE,TRUE,800010808,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010808.png?v=1753256930,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-cb-110-crown-1,800010815,"CADENILLA DISTRIBUCION (25HX88L) ""CROWN"" CB-110/LIBERO-125/YBR-125/XTZ-125 2014-2021",22,,800010815,,Producto,"CADENILLAS, CB-110,  LIBERO-125,  YBR-125 ESD,  XTZ-125 2014-2021","CADENILLAS, CB-110,  LIBERO-125,  YBR-125 ESD,  XTZ-125 2014-2021",CADENILLAS,CADENILLAS,"CB-110,  LIBERO-125,  YBR-125 ESD,  XTZ-125 2014-2021",CB-110/ LIBERO-125/ YBR-125 ESD/ XTZ-125 2014-2021,TRUE,Title,Default Title,,,,,,,,800010815,0.0,shopify,431,deny,manual,7400.00,,TRUE,TRUE,800010815,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010815.png?v=1753258295,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-tvs-100-sport-crown,800010827,"CADENILLA DISTRIBUCION (25HX88L) ""CROWN"" TVS-100 SPORT",22,,800010827,,Producto,"CADENILLAS, TVS-100 SPORT ","CADENILLAS, TVS-100 SPORT ",CADENILLAS,CADENILLAS,TVS-100 SPORT ,TVS-100 SPORT ,TRUE,Title,Default Title,,,,,,,,800010827,0.0,shopify,0,deny,manual,6320.00,,TRUE,TRUE,800010827,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010827.png?v=1753256619,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-scooter-crown,800010810,"CADENILLA DISTRIBUCION (2X3X 90L) ""CROWN"" SCOOTER 125/YBR125SS/XTZ-125/CRIPTON-115/HAYATE-110",22,,800010810,,Producto,"CADENILLAS, SCOOTER 125, YBR125SS, XTZ-125, CRIPTON-115, HAYATE-110","CADENILLAS, SCOOTER 125, YBR125SS, XTZ-125, CRIPTON-115, HAYATE-110",CADENILLAS,CADENILLAS,"SCOOTER 125, YBR125SS, XTZ-125, CRIPTON-115, HAYATE-110",SCOOTER 125/YBR125SS/XTZ-125/CRIPTON-115/HAYATE-110,TRUE,Title,Default Title,,,,,,,,800010810,0.0,shopify,0,deny,manual,11400.00,,TRUE,TRUE,800010810,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010810.png?v=1753258301,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-best-125-crown-1,800010812,"CADENILLA DISTRIBUCION (2X3X 92L) ""CROWN"" BEST-125/AX-4/VIVA-R/GLAMOUR/IGNITOR-125",22,,800010812,,Producto,"CADENILLAS, BEST-125, AX-4, VIVA-R, BIZ-125, GLAMOUR, IGNITOR-125","CADENILLAS, BEST-125, AX-4, VIVA-R, BIZ-125, GLAMOUR, IGNITOR-125",CADENILLAS,CADENILLAS,"BEST-125, AX-4, VIVA-R, BIZ-125, GLAMOUR, IGNITOR-125",BEST-125/AX-4/VIVA-R/BIZ-125/GLAMOUR/IGNITOR-125,TRUE,Title,Default Title,,,,,,,,800010812,0.0,shopify,0,deny,manual,11100.00,,TRUE,TRUE,800010812,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010812.png?v=1753258298,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-cbz-160-crown-1,800010814,"CADENILLA DISTRIBUCION (2X3X100L) ""CROWN"" CBZ-160/GS-125/STORM/CB-125 E",22,,800010814,,Producto,"CADENILLAS, CBZ-160, GS-125, STORM, CB-125 E","CADENILLAS, CBZ-160, GS-125, STORM, CB-125 E",CADENILLAS,CADENILLAS,"CBZ-160, GS-125, STORM, CB-125 E",CBZ-160/GS-125/STORM/CB-125 E,TRUE,Title,Default Title,,,,,,,,800010814,0.0,shopify,111,deny,manual,9700.00,,TRUE,TRUE,800010814,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010814.png?v=1753258296,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-xl-200-crown-1,800010816,"CADENILLA DISTRIBUCION (2X3X102) ""CROWN"" XL-200",22,,800010816,,Producto,"CADENILLAS, XL-200","CADENILLAS, XL-200",CADENILLAS,CADENILLAS,XL-200,XL-200,TRUE,Title,Default Title,,,,,,,,800010816,0.0,shopify,93,deny,manual,10800.00,,TRUE,TRUE,800010816,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010816.png?v=1753257534,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadeniila-distribucion-vivax-115-crown,800010817,"CADENILLA DISTRIBUCION (2X3X88L) ""CROWN"" VIVAX-115",22,,800010817,,Producto,"CADENILLAS, VIVAX-115","CADENILLAS, VIVAX-115",CADENILLAS,CADENILLAS,VIVAX-115,VIVAX-115,TRUE,Title,Default Title,,,,,,,,800010817,0.0,shopify,447,deny,manual,9400.00,,TRUE,TRUE,800010817,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010817.png?v=1753257406,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-agility-125-crown-1,800010818,"CADENILLA DISTRIBUCION (2X3X94L) ""CROWN"" AGILITY-125 RS/NAKED/DIGITAL/DIGITAL2.0",22,,800010818,,Producto,"CADENILLAS, AGILITY-125 RS, NAKED, DIGITAL, DIGITAL2.0","CADENILLAS, AGILITY-125 RS, NAKED, DIGITAL, DIGITAL2.0",CADENILLAS,CADENILLAS,"AGILITY-125 RS, NAKED, DIGITAL, DIGITAL2.0",AGILITY-125 RS/NAKED/DIGITAL/DIGITAL2.0,TRUE,Title,Default Title,,,,,,,,800010818,0.0,shopify,570,deny,manual,9920.00,,TRUE,TRUE,800010818,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010818.1.jpg?v=1753257328,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-cbf-150-crown-1,800010813,"CADENILLA DISTRIBUCION (2X3X94L) ""CROWN"" CBF-150/CB150INVICTA/CBF125/XR-150L",22,,800010813,,Producto,"CADENILLAS, CBF-150, CB150INVICTA, CBF125, XR-150L","CADENILLAS, CBF-150, CB150INVICTA, CBF125, XR-150L",CADENILLAS,CADENILLAS,"CBF-150, CB150INVICTA, CBF125, XR-150L",CBF-150/CB150INVICTA/CBF125/XR-150L,TRUE,Title,Default Title,,,,,,,,800010813,0.0,shopify,632,deny,manual,9900.00,,TRUE,TRUE,800010813,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010813.jpg?v=1753257535,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-fz-16-crown-1,800010820,"CADENILLA DISTRIBUCION (2X3X96L) ""CROWN"" FZ-16/SZR-160/MAGIC II",22,,800010820,,Producto,"CADENILLAS, FZ-16, SZR-160, MAGIC II","CADENILLAS, FZ-16, SZR-160, MAGIC II",CADENILLAS,CADENILLAS,"FZ-16, SZR-160, MAGIC II",FZ-16/SZR-160/MAGIC II,TRUE,Title,Default Title,,,,,,,,800010820,0.0,shopify,515,deny,manual,10400.00,,TRUE,TRUE,800010820,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010820.2.jpg?v=1753258293,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-boxer-crown-1,800010807,"CADENILLA DISTRIBUCION 25HX88L ""CROWN"" BOXER CT100-TEC/PLATINO-100/BM-100 KS",22,,800010807,,Producto,"CADENILLAS, BOXER CT100-TEC, PLATINO-100, BM-100 KS","CADENILLAS, BOXER CT100-TEC, PLATINO-100, BM-100 KS",CADENILLAS,CADENILLAS,"BOXER CT100-TEC, PLATINO-100, BM-100 KS",BOXER CT100-TEC/PLATINO-100/BM-100 KS,TRUE,Title,Default Title,,,,,,,,800010807,0.0,shopify,5,deny,manual,6300.00,,TRUE,TRUE,800010807,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010807.png?v=1753256676,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
cadenilla-distribucion-libero-110-crown,800010823,"CADENILLA DISTRIBUCION LIBERO-110 ""CROWN""",22,,800010823,,Producto,"CADENILLAS, LIBERO-110, AKT125 FLEX, CB1 HONDA, WAVE-110, XL-100","CADENILLAS, LIBERO-110, AKT125 FLEX, CB1 HONDA, WAVE-110, XL-100",CADENILLAS,CADENILLAS,"LIBERO-110, AKT125 FLEX, CB1 HONDA, WAVE-110, XL-100",LIBERO-110/AKT125 FLEX/CB1 HONDA/WAVE-110/XL-100,TRUE,Title,Default Title,,,,,,,,800010823,0.0,shopify,241,deny,manual,7500.00,,TRUE,TRUE,800010823,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010823.png?v=1753258291,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-nxr-bross-crown-1,800010862,"CAJA DE CAMBIOS ""CROWN"" NXR BROSS",23,,800010862,,Producto,"CAJAS DE CAMBIO, NXR BROSS","CAJAS DE CAMBIO, NXR BROSS",CAJAS DE CAMBIO,CAJAS DE CAMBIO,NXR BROSS,NXR BROSS,TRUE,Title,Default Title,,,,,,,,800010862,0.0,shopify,1,deny,manual,93120.00,,TRUE,TRUE,800010862,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010862.png?v=1753256407,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-completa-eco-deluxe-crown,800010861,"CAJA DE CAMBIOS 10T ""CROWN"" ECODELUXE/SPLENDOR NXG PATADA",23,,800010861,,Producto,"CAJAS DE CAMBIO, ECODELUXE, SPLENDOR NXG PATADA (10T)","CAJAS DE CAMBIO, ECODELUXE, SPLENDOR NXG PATADA (10T)",CAJAS DE CAMBIO,CAJAS DE CAMBIO,"ECODELUXE, SPLENDOR NXG PATADA (10T)",ECODELUXE/SPLENDOR NXG PATADA (10T),TRUE,Title,Default Title,,,,,,,,800010861,0.0,shopify,179,deny,manual,88200.00,,TRUE,TRUE,800010861,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010861.png?v=1753258288,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-completa-eco-100-crown,800010860,"CAJA DE CAMBIOS 11T ""CROWN"" ECO100/SPLENDOR/SPLENDOR +/ ECO DELUXE STARTER",23,,800010860,,Producto,"CAJAS DE CAMBIO, ECO100, SPLENDOR, SPLENDOR +,  ECO DELUXE STARTER,  SPLENDOR NXG STARTER (11T)","CAJAS DE CAMBIO, ECO100, SPLENDOR, SPLENDOR +,  ECO DELUXE STARTER,  SPLENDOR NXG STARTER (11T)",CAJAS DE CAMBIO,CAJAS DE CAMBIO,"ECO100, SPLENDOR, SPLENDOR +,  ECO DELUXE STARTER,  SPLENDOR NXG STARTER (11T)",ECO100/SPLENDOR/SPLENDOR +/ ECO DELUXE STARTER/ SPLENDOR NXG STARTER (11T),TRUE,Title,Default Title,,,,,,,,800010860,0.0,shopify,91,deny,manual,75900.00,,TRUE,TRUE,800010860,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010860.png?v=1753258289,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-akt-125-flex-crown,800010856,CAJA DE CAMBIOS AKT-125W FLEX,23,,800010856,,Producto,"CAJAS DE CAMBIO, AKT-125W FLEX","CAJAS DE CAMBIO, AKT-125W FLEX",CAJAS DE CAMBIO,CAJAS DE CAMBIO,AKT-125W FLEX,AKT-125W FLEX,TRUE,Title,Default Title,,,,,,,,800010856,0.0,shopify,88,deny,manual,80300.00,,TRUE,TRUE,800010856,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010856.2.jpg?v=1753256222,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-completa-fz-16-crown,800010857,CAJA DE CAMBIOS COMPLETA X 20 PCS FZ-2.0/FZ-16/FAZER,23,,800010857,,Producto,"CAJAS DE CAMBIO, FZ-16","CAJAS DE CAMBIO, FZ-16",CAJAS DE CAMBIO,CAJAS DE CAMBIO,FZ-16,FZ-16,TRUE,Title,Default Title,,,,,,,,800010857,0.0,shopify,36,deny,manual,164900.00,,TRUE,TRUE,800010857,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010857.png?v=1753256313,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-cb-190r-crown,800010863,CAJA DE CAMBIOS X 24 PCS CB-190R,23,,800010863,,Producto,"CAJAS DE CAMBIO, CB-190R","CAJAS DE CAMBIO, CB-190R",CAJAS DE CAMBIO,CAJAS DE CAMBIO,CB-190R,CB-190R,TRUE,Title,Default Title,,,,,,,,800010863,0.0,shopify,49,deny,manual,201000.00,,TRUE,TRUE,800010863,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010863.png?v=1753256239,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-akt-125-crown-1,800010858,"CAJA DE CAMBIOS X 28 PCS ""CROWN"" AKT-125S/SL/NKD/TT-125/EVO-125",23,,800010858,,Producto,"CAJAS DE CAMBIO, AKT-125S, SL, NKD, TT-125, EVO-125","CAJAS DE CAMBIO, AKT-125S, SL, NKD, TT-125, EVO-125",CAJAS DE CAMBIO,CAJAS DE CAMBIO,"AKT-125S, SL, NKD, TT-125, EVO-125",AKT-125S / SL / NKD / TT-125 / EVO-125,TRUE,Title,Default Title,,,,,,,,800010858,0.0,shopify,2,deny,manual,93100.00,,TRUE,TRUE,800010858,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010858.png?v=1753256421,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-akt-200-crown-1,800010859,"CAJA DE CAMBIOS X 28 PCS ""CROWN"" AKT-200",23,,800010859,,Producto,"CAJAS DE CAMBIO, AKT-200","CAJAS DE CAMBIO, AKT-200",CAJAS DE CAMBIO,CAJAS DE CAMBIO,AKT-200,AKT-200,TRUE,Title,Default Title,,,,,,,,800010859,0.0,shopify,27,deny,manual,105000.00,,TRUE,TRUE,800010859,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010859.png?v=1753256424,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caja-de-cambios-cbf-150-crown,800010864,CAJA DE CAMBIOS X 28 PCS CBF-150/RTX-150/THRILLER-150/MRX-150,23,,800010864,,Producto,"CAJAS DE CAMBIO, CBF-150, RTX-150, THRILLER-150, MRX-150 ","CAJAS DE CAMBIO, CBF-150, RTX-150, THRILLER-150, MRX-150 ",CAJAS DE CAMBIO,CAJAS DE CAMBIO,"CBF-150, RTX-150, THRILLER-150, MRX-150 ",CBF-150 / RTX-150 / THRILLER-150 / MRX-150 ,TRUE,Title,Default Title,,,,,,,,800010864,0.0,shopify,94,deny,manual,158500.00,,TRUE,TRUE,800010864,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010864.png?v=1753256237,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caliper-freno-delantero-akt-110-crown,800010865,"CALIPER FRENO DELANTERO ""CROWN"" AKT-110/FLEX-125",24,,800010865,,Producto,"CALIPER FRENO, AKT-110, FLEX-125","CALIPER FRENO, AKT-110, FLEX-125",CALIPER FRENO,CALIPER FRENO,"AKT-110, FLEX-125",AKT-110 / FLEX-125,TRUE,Title,Default Title,,,,,,,,800010865,0.0,shopify,0,deny,manual,45900.00,,TRUE,TRUE,800010865,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010865.png?v=1753257192,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caliper-freno-delantero-ts-125cr-crown,800010874,"CALIPER FRENO DELANTERO ""CROWN"" TS-125CR",24,,800010874,,Producto,"CALIPER FRENO, TS-125CR","CALIPER FRENO, TS-125CR",CALIPER FRENO,CALIPER FRENO,TS-125CR,TS-125CR,TRUE,Title,Default Title,,,,,,,,800010874,0.0,shopify,47,deny,manual,47100.00,,TRUE,TRUE,800010874,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010874.png?v=1753257190,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caliper-freno-delantero-viva-115-crown,800010875,"CALIPER FRENO DELANTERO ""CROWN"" VIVA-115",24,,800010875,,Producto,CALIPER FRENO,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800010875,0.0,shopify,0,deny,manual,57950.00,,TRUE,TRUE,800010875,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010875.1.jpg?v=1753257188,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
campana-clutch-c-100-wave-crown,800010882,"CAMPANA CLUTCH ""CROWN"" C-100 WAVE",25,,800010882,,Producto,"CAMPANA CLUTCH, C-100 WAVE","CAMPANA CLUTCH, C-100 WAVE",CAMPANA CLUTCH,CAMPANA CLUTCH,C-100 WAVE,C-100 WAVE,TRUE,Title,Default Title,,,,,,,,800010882,0.0,shopify,113,deny,manual,57900.00,,TRUE,TRUE,800010882,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010882.1.jpg?v=1753257182,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
campana-clutch-akt-125w-flex-crown,800010880,"CAMPANA CLUTCH CON CANASTILLA ""CROWN"" AKT-125W FLEX",25,,800010880,,Producto,"CAMPANA CLUTCH, AKT-125W FLEX","CAMPANA CLUTCH, AKT-125W FLEX",CAMPANA CLUTCH,CAMPANA CLUTCH,AKT-125W FLEX,AKT-125W FLEX,TRUE,Title,Default Title,,,,,,,,800010880,0.0,shopify,0,deny,manual,60700.00,,TRUE,TRUE,800010880,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010880.2.jpg?v=1753257185,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
campana-clutch-con-canastilla-t-115-crypton-crown,800010885,"CAMPANA CLUTCH CON CANASTILLA ""CROWN"" CRYPTON-115",25,,800010885,,Producto,"CAMPANA CLUTCH, CRYPTON-115","CAMPANA CLUTCH, CRYPTON-115",CAMPANA CLUTCH,CAMPANA CLUTCH,CRYPTON-115,CRYPTON-115,TRUE,Title,Default Title,,,,,,,,800010885,0.0,shopify,305,deny,manual,53100.00,,TRUE,TRUE,800010885,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010885.1.jpg?v=1753257176,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
campana-clutch-con-canastilla-t-110-crypton-crown,800010884,"CAMPANA CLUTCH CON CANASTILLA ""CROWN"" T-110 CRYPTON",25,,800010884,,Producto,"CAMPANA CLUTCH, T-110 CRYPTON","CAMPANA CLUTCH, T-110 CRYPTON",CAMPANA CLUTCH,CAMPANA CLUTCH,T-110 CRYPTON,T-110 CRYPTON,TRUE,Title,Default Title,,,,,,,,800010884,0.0,shopify,5,deny,manual,57500.00,,TRUE,TRUE,800010884,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010884.1.jpg?v=1753257179,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
canastilla-caja-derecha-pulsar-135-crown,600010830,"CANASTILLA CAJA DERECHA PULSAR-135 ""CROWN""",26,,600010830,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), PULSAR-135, DISCOVER-125ST ","CANASTILLA (CAJA - CLUTCH - PISTON), PULSAR-135, DISCOVER-125ST ",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)","PULSAR-135, DISCOVER-125ST ",PULSAR-135 / DISCOVER-125ST ,TRUE,Title,Default Title,,,,,,,,600010830,0.0,shopify,30,deny,manual,2200.00,,TRUE,TRUE,600010830,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/600010830.jpg?v=1753257044,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
canastilla-de-clutch-c-arandelas-ax-100-crown,800010890,"CANASTILLA DE CLUTCH CON ARANDELAS X 3 PCS (BOLSA X 5) ""CROWN"" AX-100",26,,800010890,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), AX-100 ","CANASTILLA (CAJA - CLUTCH - PISTON), AX-100 ",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)",AX-100 ,AX-100 ,TRUE,Title,Default Title,,,,,,,,800010890,0.0,shopify,625,deny,manual,5300.00,,TRUE,TRUE,800010890,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010890.png?v=1753258286,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
canastilla-de-piston-ax-100-crown-1,800010891,"CANASTILLAS DE PISTON (BOLSA X 5) ""CROWN"" AX-100",26,,800010891,,Producto,"CANASTILLA (CAJA - CLUTCH - PISTON), AX-100","CANASTILLA (CAJA - CLUTCH - PISTON), AX-100",CANASTILLA (CAJA - CLUTCH - PISTON),"CANASTILLA (CAJA, CLUTCH, PISTON)",AX-100,AX-100,TRUE,Title,Default Title,,,,,,,,800010891,0.0,shopify,700,deny,manual,3400.00,,TRUE,TRUE,800010891,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010891.png?v=1753258284,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
capuchon-bujia-eco-deluxe-starter-crown,200010900,"CAPUCHON BUJIA  ECO DELUXE STARTER ""CROWN""",27,,200010900,,Producto,"CAPUCHONES BUJIA, ECO DELUXE, NXG, CB-190R","CAPUCHONES BUJIA, ECO DELUXE, NXG, CB-190R",CAPUCHONES BUJIA,CAPUCHONES BUJIA,"ECO DELUXE, NXG, CB-190R",ECO DELUXE / NXG / CB-190R,TRUE,Title,Default Title,,,,,,,,200010900,0.0,shopify,2382,deny,manual,1990.00,,TRUE,TRUE,200010900,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200010900.jpg?v=1753256389,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
capuchon-bujia-ax-4-crown,800010898,"CAPUCHON BUJIA ""CROWN"" AX-4",27,,800010898,,Producto,"CAPUCHONES BUJIA, AX-4","CAPUCHONES BUJIA, AX-4",CAPUCHONES BUJIA,CAPUCHONES BUJIA,AX-4,AX-4,TRUE,Title,Default Title,,,,,,,,800010898,0.0,shopify,0,deny,manual,2650.00,,TRUE,TRUE,800010898,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010898.png?v=1753258283,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
carburador-boxer-k-tec-ug-keihin,800010906,"CARBURADOR (CORTINA ANCHA) ""KEIHIN"" BOXER K-TEC/UG",28,,800010906,,Producto,"CARBURADORES, BOXER K-TEC, UG","CARBURADORES, BOXER K-TEC, UG",CARBURADORES,CARBURADORES,"BOXER K-TEC, UG",BOXER K-TEC/UG,TRUE,Title,Default Title,,,,,,,,800010906,0.0,shopify,22,deny,manual,33283.00,,TRUE,TRUE,800010906,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800010906.1.jpg?v=1753258281,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
caucho-campana-discover-135-crown-1,200010997,"CAUCHO CAMPANA  DISCOVER 135 ""CROWN""",29,,200010997,,Producto,"CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),  DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009","CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),  DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009",CAUCHOS (CAMPANA - POSAPIES - SELECTOR - TORQUE),"CAUCHOS (CAMPANA, POSAPIES, SELECTOR, TORQUE)"," DISCOVER 125+, DISCOVER-135, DISCOVER-125 ST, PULSAR-150 NS, PULSAR-135LS, PULSAR-180 UG, PULSAR-220 S, BOXER BM-150, DISCOVER-135 SPORT, DISCOVER DTS-I, PULSAR-180 VER. 2009", DISCOVER 125+ / DISCOVER-135 / DISCOVER-125 ST / PULSAR-150 NS / PULSAR-135LS / PULSAR-180 UG / PULSAR-220 S / BOXER BM-150 / DISCOVER-135 SPORT / DISCOVER DTS-I / PULSAR-180 VER. 2009,TRUE,Title,Default Title,,,,,,,,200010997,0.0,shopify,733,deny,manual,3700.00,,TRUE,TRUE,200010997,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/200010997.jpg?v=1753256387,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
